,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.45,2.26,2.84,2.22,1.87,0.83,1.01,0.74,0.59,0.67,0.69,0.6,0.56,0.98,0.53
f_1,2.37,1.06,1.94,2.31,2.35,1.81,0.67,0.91,0.72,0.69,0.65,0.82,0.37,0.63,0.5,0.5
d_1,3.0,2.72,1.06,1.94,2.13,2.02,0.88,0.59,1.19,0.75,0.65,0.58,0.65,0.57,0.6,0.36
c_1,1.95,2.73,2.85,1.06,2.95,1.58,0.87,0.83,0.41,0.81,0.61,0.61,0.55,0.57,0.52,0.54
b_1,2.89,2.73,2.54,1.58,1.06,3.44,0.88,1.04,1.09,1.0,1.86,0.85,0.7,0.72,0.71,0.63
a_1,3.56,4.19,3.64,4.3,1.76,1.07,1.74,1.52,1.12,1.03,1.37,1.2,0.79,1.52,0.89,0.68
h_1,6.43,7.37,6.8,6.21,6.55,4.64,1.36,2.95,1.92,1.77,1.82,1.87,1.84,1.7,1.65,1.42
g_1,6.64,7.2,7.7,7.05,6.5,5.42,1.93,1.35,1.95,2.1,1.83,2.24,1.28,1.71,1.89,1.75
d_0,4.4,6.89,9.58,8.96,6.5,6.21,2.76,3.19,1.58,1.91,2.17,2.3,1.91,2.0,1.83,1.64
c_0,8.59,7.13,4.86,14.06,6.92,7.47,2.99,2.48,2.84,1.54,2.51,2.37,1.85,2.41,2.1,1.72
b_0,6.96,8.24,7.14,10.47,9.63,6.44,2.81,3.16,2.35,1.62,1.52,2.18,1.78,2.68,1.85,1.59
f_0,7.77,15.41,8.68,8.29,6.99,6.19,3.44,1.9,2.61,2.19,2.18,1.57,1.73,2.03,2.75,1.28
h_0,8.32,11.25,8.25,10.42,9.84,7.61,5.19,3.92,2.62,2.45,2.54,2.61,2.64,2.66,2.57,1.92
a_0,10.68,9.87,10.77,10.35,12.13,14.9,3.94,3.7,3.41,2.74,1.72,2.91,2.1,1.61,2.48,2.09
e_0,13.28,17.04,9.41,13.56,11.47,10.36,3.61,3.41,3.47,2.67,3.35,1.56,2.4,3.01,1.61,2.49
g_0,11.37,13.41,13.88,11.48,11.11,10.8,3.89,4.65,3.37,3.09,2.96,3.38,2.38,2.97,2.98,4.1
