,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,11159.53,298.14,176.83,284.41,347.58,2232.14,204367.99,422380.24,606773.9,758261.82,1374935.66,,7684227.04,4122064.79,6191048.47,12943532.6
e_1,138.73,12611.12,152.01,216.93,310.58,1525.21,260416.7,519498.96,501539.39,1611919.31,1761538.89,1479885.53,8233892.43,3755451.32,,11497535.53
d_1,129.15,141.66,17887.22,210.75,235.02,1471.54,200274.49,1129290.65,430126.04,,1557926.19,1971054.97,7483636.05,4529135.91,8002871.03,10903349.73
c_1,165.28,164.15,290.51,20720.35,554.77,1347.34,193789.57,,487355.01,889961.09,1556108.72,1782684.13,6324920.19,3110148.42,4533833.09,14649081.02
b_1,149.77,174.24,171.31,246.32,27966.0,,205700.23,524331.5,752449.06,809708.31,,1471750.86,8392076.41,3851521.0,8312483.76,11402922.54
a_1,104.66,133.18,219.98,291.52,,232973.38,314452.86,723974.17,790807.14,1134647.12,1183603.83,883872.72,8659523.23,,,
h_1,897.88,525.3,842.89,919.87,1471.92,7760.96,9986414.35,1652156.54,1701375.94,3905804.49,5975681.91,4754002.91,,11943418.5,23741690.41,69380653.57
c_0,802.66,1013.46,1195.72,,1774.84,6238.76,955222.24,17634354.42,2154089.89,4415257.25,10808189.9,6878835.52,28371907.6,33603125.27,45804258.36,47482130.01
g_1,538.33,518.69,1404.87,925.57,848.09,5414.25,772942.29,2600711.49,35388619.63,2829592.11,3607609.82,7592275.12,20528759.67,29482618.21,,
d_0,964.39,945.37,,2427.49,1394.19,9400.97,930514.48,2880150.62,2708613.15,32442223.0,6204368.58,4475249.06,35725669.71,23423143.54,26293625.85,72684791.36
b_0,933.33,1029.29,1120.98,1083.19,,6823.65,578922.57,2490206.95,2436173.09,5151133.46,52070706.54,6592217.37,34320855.97,51004743.72,31013299.93,81963200.61
f_0,,794.64,975.05,1565.46,1875.04,8805.16,944170.08,2314131.71,3088461.35,5354502.89,5367248.85,52641852.18,28704715.9,24089513.18,90983913.21,65241679.94
h_0,1328.15,978.22,1533.35,1433.86,2241.23,11613.53,,4273096.93,5601076.49,11689314.16,11922703.48,8346980.27,,39715924.01,56843414.16,130945922.09
a_0,749.97,958.94,1044.36,1271.52,1142.23,,910154.22,3222208.71,2329377.49,5656000.43,6293376.4,6408636.64,23981155.06,289302856.12,46673959.47,55295645.08
e_0,715.55,,859.42,1195.84,1790.4,,1220561.75,2545544.88,,5359631.72,7336809.46,4834292.74,28066833.32,27602567.19,468221307.73,86673729.38
g_0,777.24,627.95,2904.25,1718.16,2037.36,,2238334.25,4242574.81,,7587137.46,5357507.92,19549334.28,30849321.11,40452038.12,52977626.41,
