,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.44,1.69,1.81,1.72,1.62,1.81,0.41,0.32,0.28,0.63,0.3,0.3,0.34,0.22,0.3,0.14
f_1,1.45,0.43,1.66,1.69,1.66,1.77,0.34,0.57,0.38,0.34,0.33,0.78,0.32,0.18,0.4,0.27
e_1,1.9,1.06,0.42,2.11,1.98,2.06,0.57,0.59,0.33,0.37,0.42,0.43,0.4,0.29,0.7,0.31
c_1,2.46,2.16,1.37,0.41,1.78,1.47,0.59,0.56,0.69,0.18,0.3,0.36,0.29,0.25,0.34,0.27
b_1,2.33,2.01,2.02,1.11,0.38,1.58,0.73,0.7,0.62,0.4,0.93,0.44,0.43,0.36,0.33,0.36
a_1,2.31,3.19,2.68,1.93,1.09,0.33,0.94,0.73,0.6,0.49,0.72,0.48,1.16,0.4,0.48,0.44
h_1,2.53,2.82,2.86,2.66,3.11,2.19,0.33,0.74,0.6,0.62,0.58,0.51,0.62,0.67,0.54,0.39
g_1,3.34,3.44,3.46,2.8,3.25,2.79,0.66,0.3,0.63,0.62,0.68,0.55,0.59,0.31,0.61,0.63
c_0,1.69,3.43,3.04,7.96,3.58,3.58,0.89,1.07,0.36,1.18,0.62,0.54,0.66,0.47,0.61,0.46
d_0,5.54,3.12,1.77,3.32,3.22,3.12,1.02,1.09,0.76,0.39,0.76,0.77,0.86,0.56,0.67,0.52
b_0,2.42,3.65,3.05,5.42,6.99,3.78,0.75,0.76,0.35,0.8,0.35,0.62,0.63,0.49,0.6,0.47
f_0,3.03,5.85,3.65,3.77,4.02,3.03,1.02,0.59,0.72,0.82,0.67,0.33,0.66,0.54,0.68,0.33
a_0,3.21,3.42,3.83,5.04,4.87,9.06,1.19,0.93,0.7,0.88,0.43,0.79,0.32,0.49,0.84,0.61
h_0,3.38,3.99,4.05,3.97,4.17,3.82,1.52,0.99,0.94,0.83,0.82,0.84,0.69,0.89,0.67,0.57
e_0,4.11,6.88,6.55,4.49,4.05,2.88,1.13,0.75,0.85,1.01,0.94,0.35,0.86,0.83,0.3,0.46
g_0,3.6,4.48,4.36,4.29,4.51,4.15,0.89,1.78,0.89,1.16,0.87,0.73,0.95,0.56,0.99,0.9
