,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.26,0.57,0.62,0.43,0.38,0.31,0.85,1.87,0.69,0.97,1.1,1.11,1.2,0.91,0.42,1.03
f_1,0.89,2.31,0.45,0.48,0.38,0.28,0.74,1.0,0.73,0.92,0.96,0.43,1.13,0.78,0.59,1.17
c_1,0.47,0.54,2.37,0.44,0.87,0.29,0.82,0.93,0.64,0.25,0.59,0.8,1.13,0.78,0.82,1.08
d_1,0.49,0.51,0.31,2.41,0.47,0.37,0.83,0.44,1.04,2.04,1.24,1.03,1.25,1.02,0.87,1.09
b_1,0.42,0.44,0.5,0.45,2.58,0.84,0.89,0.91,0.74,0.88,0.36,0.85,1.32,0.68,0.86,1.05
a_1,0.47,0.56,0.6,0.48,0.36,3.07,0.95,0.96,0.6,0.91,1.18,0.93,1.13,0.25,0.93,1.14
h_1,0.49,0.9,0.68,0.61,0.5,0.4,3.07,0.92,1.19,0.94,1.1,0.84,1.04,0.9,1.21,1.83
d_0,0.61,0.6,1.21,0.2,0.54,0.48,1.25,2.59,0.87,0.78,1.06,1.07,1.53,0.75,1.0,1.07
g_1,0.59,0.52,0.51,1.05,0.46,0.33,0.99,0.95,3.33,1.23,1.21,1.7,1.3,0.89,1.03,0.79
c_0,0.83,0.67,0.35,0.64,0.38,0.5,1.03,1.23,0.99,2.59,2.16,1.06,1.56,1.25,0.95,1.22
b_0,0.7,0.57,0.73,0.7,0.28,0.32,1.17,1.23,0.86,1.13,2.72,1.24,1.44,2.09,1.22,1.51
f_0,0.54,0.4,0.6,0.59,0.55,0.48,1.2,1.23,1.16,1.49,1.37,2.92,1.71,1.02,2.22,1.53
h_0,0.54,0.99,0.61,0.64,0.43,0.38,0.72,1.15,1.27,1.25,1.23,1.24,0.97,1.03,1.17,1.98
a_0,0.75,0.56,0.63,0.72,0.57,0.11,1.0,1.27,0.92,1.3,1.12,1.05,1.58,3.0,1.25,1.44
e_0,0.29,0.77,0.73,0.56,0.51,0.49,1.43,1.23,1.06,1.37,1.23,1.23,1.9,1.15,3.04,1.54
g_0,0.46,0.62,0.61,0.98,0.48,0.41,0.93,0.97,0.61,1.22,1.35,1.83,1.97,1.25,1.27,1.0
