,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.89,0.2,0.21,0.15,0.12,0.12,0.18,0.33,0.2,0.13,0.17,0.16,0.14,0.11,0.06,0.13
f_1,0.32,0.89,0.17,0.2,0.12,0.09,0.14,0.14,0.15,0.12,0.14,0.06,0.16,0.11,0.06,0.14
c_1,0.16,0.16,0.89,0.18,0.3,0.1,0.15,0.16,0.05,0.11,0.09,0.15,0.16,0.1,0.1,0.14
d_1,0.21,0.17,0.16,0.89,0.18,0.1,0.15,0.07,0.3,0.15,0.17,0.15,0.16,0.08,0.1,0.12
b_1,0.16,0.22,0.17,0.17,0.88,0.23,0.16,0.14,0.19,0.12,0.04,0.13,0.14,0.08,0.08,0.12
a_1,0.19,0.21,0.18,0.21,0.11,0.88,0.22,0.19,0.14,0.12,0.16,0.16,0.16,0.04,0.13,0.13
h_1,0.21,0.31,0.21,0.24,0.17,0.11,0.56,0.19,0.21,0.23,0.16,0.18,0.11,0.1,0.15,0.22
d_0,0.22,0.22,0.42,0.11,0.17,0.15,0.19,0.43,0.17,0.15,0.19,0.2,0.21,0.11,0.13,0.18
c_0,0.24,0.28,0.14,0.23,0.11,0.15,0.22,0.22,0.42,0.16,0.36,0.16,0.23,0.15,0.16,0.18
g_1,0.21,0.16,0.23,0.37,0.14,0.13,0.18,0.19,0.2,0.54,0.18,0.26,0.18,0.1,0.12,0.08
b_0,0.24,0.25,0.27,0.24,0.09,0.11,0.2,0.23,0.25,0.16,0.45,0.17,0.22,0.28,0.14,0.18
f_0,0.19,0.14,0.28,0.23,0.22,0.14,0.22,0.23,0.2,0.17,0.19,0.41,0.2,0.12,0.26,0.16
h_0,0.2,0.34,0.26,0.23,0.18,0.14,0.12,0.21,0.18,0.2,0.2,0.15,0.12,0.12,0.13,0.21
a_0,0.23,0.23,0.25,0.26,0.19,0.08,0.24,0.23,0.19,0.2,0.18,0.17,0.27,0.36,0.12,0.18
e_0,0.08,0.28,0.25,0.23,0.21,0.14,0.27,0.19,0.24,0.16,0.2,0.18,0.2,0.14,0.38,0.19
g_0,0.19,0.2,0.23,0.35,0.21,0.12,0.23,0.15,0.21,0.13,0.19,0.28,0.15,0.14,0.17,0.12
