,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.95,0.84,0.5,0.51,0.45,0.29,0.35,0.36,0.27,0.3,0.29,0.22,0.27,0.26,0.27,0.2
e_1,0.53,0.95,0.47,0.7,0.47,0.33,0.43,0.53,0.32,0.34,0.33,0.33,0.29,0.25,0.29,0.19
d_1,0.61,0.61,0.96,0.44,0.46,0.39,0.4,0.29,0.29,0.52,0.35,0.33,0.34,0.25,0.27,0.24
c_1,0.63,0.5,0.62,0.95,0.73,0.38,0.37,0.27,0.34,0.24,0.23,0.3,0.35,0.25,0.26,0.22
b_1,0.6,0.57,0.59,0.56,0.94,0.65,0.41,0.36,0.34,0.39,0.3,0.3,0.31,0.22,0.31,0.24
a_1,0.77,0.68,0.64,0.63,0.46,0.94,0.54,0.45,0.4,0.44,0.47,0.36,0.4,0.29,0.34,0.28
h_1,1.08,0.78,0.8,0.83,0.69,0.48,0.8,0.49,0.57,0.46,0.43,0.39,0.4,0.34,0.51,0.31
d_0,0.94,0.77,0.75,1.39,0.78,0.46,0.68,0.7,0.49,0.43,0.45,0.5,0.49,0.39,0.5,0.41
g_1,0.98,0.81,1.25,0.79,0.7,0.54,0.56,0.44,0.77,0.53,0.49,0.62,0.43,0.38,0.36,0.36
c_0,1.06,0.96,0.87,0.8,0.55,0.48,0.68,0.65,0.49,0.72,0.83,0.48,0.55,0.53,0.5,0.42
b_0,1.07,0.98,1.0,0.96,0.56,0.42,0.76,0.67,0.55,0.55,0.7,0.56,0.54,0.73,0.54,0.42
f_0,0.89,0.82,0.98,0.93,0.95,0.59,0.77,0.64,0.53,0.61,0.55,0.68,0.56,0.43,0.42,0.71
h_0,1.3,0.97,1.0,0.93,0.92,0.54,0.62,0.55,0.74,0.53,0.52,0.53,0.51,0.44,0.58,0.38
a_0,1.15,1.04,1.07,1.07,0.88,0.49,0.82,0.69,0.58,0.56,0.49,0.54,0.6,0.65,0.52,0.43
g_0,1.02,1.01,1.31,1.06,0.84,0.68,0.67,0.59,0.54,0.6,0.57,0.74,0.56,0.43,0.43,0.48
e_0,1.21,0.86,1.13,0.98,0.91,0.62,0.86,0.6,0.69,0.6,0.59,0.47,0.65,0.47,0.5,0.68
