,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.92,0.36,0.65,0.41,0.33,0.19,0.29,0.26,0.31,0.37,0.3,0.22,0.35,0.23,0.18,0.26
d_1,0.46,0.93,0.37,0.33,0.31,0.23,0.33,0.32,0.6,0.26,0.41,0.33,0.36,0.3,0.25,0.28
e_1,0.45,0.37,0.92,0.47,0.33,0.2,0.35,0.29,0.33,0.59,0.31,0.33,0.4,0.23,0.21,0.3
c_1,0.42,0.39,0.35,0.91,0.57,0.25,0.31,0.26,0.22,0.35,0.23,0.3,0.36,0.23,0.22,0.29
b_1,0.4,0.43,0.34,0.34,0.91,0.48,0.3,0.28,0.31,0.34,0.23,0.32,0.36,0.2,0.24,0.33
a_1,0.47,0.39,0.39,0.41,0.36,0.89,0.39,0.3,0.36,0.33,0.32,0.34,0.38,0.18,0.26,0.32
h_1,0.55,0.45,0.44,0.43,0.3,0.23,0.65,0.4,0.37,0.33,0.37,0.34,0.32,0.28,0.27,0.42
g_1,0.44,0.62,0.33,0.39,0.35,0.23,0.32,0.65,0.43,0.31,0.33,0.48,0.36,0.27,0.31,0.29
c_0,0.51,0.52,0.4,0.35,0.27,0.19,0.35,0.36,0.58,0.38,0.62,0.38,0.45,0.35,0.25,0.32
d_0,0.44,0.33,0.38,0.7,0.39,0.21,0.35,0.31,0.27,0.56,0.36,0.36,0.37,0.27,0.26,0.3
b_0,0.47,0.49,0.42,0.47,0.24,0.19,0.38,0.34,0.42,0.41,0.58,0.38,0.44,0.48,0.27,0.33
f_0,0.39,0.5,0.33,0.45,0.38,0.25,0.37,0.32,0.43,0.39,0.41,0.56,0.44,0.3,0.52,0.35
h_0,0.6,0.51,0.42,0.36,0.32,0.23,0.25,0.41,0.4,0.34,0.35,0.32,0.34,0.24,0.24,0.41
a_0,0.46,0.46,0.43,0.46,0.35,0.18,0.31,0.34,0.4,0.4,0.36,0.35,0.42,0.52,0.31,0.29
e_0,0.49,0.45,0.36,0.41,0.38,0.27,0.36,0.37,0.43,0.36,0.44,0.36,0.42,0.32,0.5,0.31
g_0,0.41,0.64,0.4,0.38,0.29,0.24,0.33,0.26,0.4,0.3,0.38,0.5,0.41,0.26,0.3,0.3
