,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.22,0.91,0.99,0.96,0.9,0.88,1.02,1.01,0.93,0.96,0.91,0.9,1.0,1.06,0.83
e_1,0.82,1.0,0.96,1.17,1.08,0.95,1.0,1.4,1.02,0.94,1.04,1.22,1.06,0.97,1.18,1.12
d_1,1.09,1.07,1.0,0.96,0.96,0.86,0.93,1.14,0.86,1.28,0.97,0.98,0.94,0.95,0.87,1.03
c_1,1.0,0.85,1.09,1.0,1.29,0.94,0.96,0.7,1.08,0.88,0.81,1.01,1.03,1.0,0.92,1.01
b_1,1.06,0.92,1.02,0.79,1.0,1.52,1.1,0.94,1.06,1.1,1.03,0.98,0.98,0.89,0.99,0.98
a_1,1.12,1.01,1.1,1.01,0.66,1.0,1.31,0.96,1.14,0.97,1.26,0.93,1.18,1.17,1.04,0.98
h_1,1.1,1.03,1.07,1.05,0.91,0.78,1.0,0.83,1.13,0.98,1.01,0.91,1.0,0.88,1.05,0.96
d_0,0.95,0.72,0.88,1.42,1.09,1.07,1.17,1.0,0.98,0.83,1.08,0.98,0.98,0.97,1.13,1.1
g_1,0.98,0.96,1.13,0.91,0.93,0.89,0.88,0.97,1.0,1.03,1.06,1.18,0.93,1.01,1.03,0.99
c_0,1.05,1.04,0.81,1.08,0.88,1.07,1.07,1.12,0.99,1.0,1.38,1.02,1.1,1.2,0.99,1.12
b_0,1.07,0.99,0.98,1.17,1.01,0.83,1.03,1.0,0.94,0.76,1.0,0.91,1.05,1.34,0.98,1.01
f_0,1.08,0.82,1.03,1.01,1.0,1.04,1.09,1.01,0.84,0.96,1.12,1.0,1.15,1.15,0.84,1.37
h_0,1.09,0.99,1.07,0.94,0.98,0.85,1.03,0.96,1.05,0.91,0.93,0.88,1.0,1.0,1.08,0.85
a_0,1.01,1.01,1.04,1.06,1.15,0.87,1.13,1.05,1.02,0.84,0.78,1.03,1.0,1.0,1.02,0.97
g_0,0.95,0.86,1.18,1.07,1.03,0.95,0.94,0.9,0.97,1.03,1.0,1.16,0.88,0.96,1.0,0.98
e_0,1.17,0.87,0.94,1.01,1.01,1.06,1.06,0.94,1.0,0.93,1.05,0.73,1.17,1.02,0.97,1.0
