,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.07,0.99,0.85,0.85,0.68,0.51,0.39,0.55,0.4,0.45,0.39,0.34,0.32,0.33,0.29
f_1,0.92,1.0,1.22,0.98,0.86,0.66,0.42,0.48,0.37,0.44,0.34,0.36,0.32,0.31,0.26,0.31
e_1,1.03,0.83,1.0,1.17,0.94,0.74,0.54,0.43,0.47,0.6,0.44,0.46,0.39,0.34,0.37,0.36
c_1,1.15,1.06,0.87,1.0,1.22,0.75,0.54,0.45,0.42,0.31,0.36,0.41,0.33,0.39,0.35,0.34
b_1,1.2,1.11,1.06,0.82,1.0,1.12,0.55,0.53,0.49,0.45,0.44,0.45,0.34,0.41,0.38,0.38
a_1,1.46,1.49,1.29,1.33,0.92,1.0,0.72,0.72,0.61,0.64,0.65,0.57,0.53,0.56,0.47,0.43
h_1,1.97,2.37,1.84,1.88,1.77,1.39,1.0,0.99,0.78,0.79,0.75,0.74,0.68,0.68,0.65,0.71
g_1,2.53,2.17,2.15,2.32,1.89,1.36,1.01,1.0,0.97,0.9,0.9,0.99,0.71,0.66,0.75,0.71
c_0,1.82,2.6,2.14,2.42,2.07,1.67,1.25,1.01,1.0,1.18,1.25,0.91,0.93,0.78,0.81,0.75
d_0,2.42,2.22,1.71,3.13,2.32,1.6,1.25,1.11,0.89,1.0,0.9,0.97,0.81,0.85,0.8,0.82
b_0,2.15,2.85,2.23,2.74,2.39,1.53,1.33,1.12,0.83,1.12,1.0,1.04,1.24,0.96,0.87,0.87
f_0,2.62,2.84,2.12,2.44,2.22,1.72,1.33,0.98,1.07,1.03,0.99,1.0,0.85,0.89,1.07,0.72
a_0,2.91,3.09,2.67,3.11,2.95,1.9,1.53,1.38,1.11,1.18,0.83,1.13,1.0,1.02,0.92,0.92
h_0,2.98,3.3,2.92,2.51,2.42,1.81,1.49,1.55,1.29,1.21,1.07,1.08,0.96,1.0,0.94,1.01
e_0,2.86,3.87,2.81,2.87,2.62,1.94,1.54,1.38,1.23,1.23,1.2,0.91,1.1,1.07,1.0,0.89
g_0,3.48,3.17,2.8,2.91,2.52,2.26,1.44,1.4,1.37,1.14,1.17,1.37,1.1,0.94,1.08,1.0
