,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.33,1.13,0.98,1.23,0.92,0.82,1.82,3.44,1.5,1.87,2.2,1.99,2.75,1.55,2.58,1.38
f_1,1.7,2.4,0.98,1.0,0.82,0.69,1.83,2.34,1.57,2.06,2.13,1.39,2.74,1.66,2.15,1.29
d_1,1.03,1.19,2.45,0.82,0.85,0.72,1.98,1.46,2.06,3.74,2.41,2.03,2.86,2.24,2.56,1.89
c_1,0.92,1.05,0.92,2.54,1.8,0.92,1.83,2.2,1.54,1.31,1.55,1.99,2.56,1.8,2.37,1.73
b_1,1.01,1.03,1.01,1.06,2.68,1.6,1.91,2.02,1.45,1.95,1.38,2.05,2.5,1.32,2.16,1.97
a_1,1.14,1.21,0.95,1.06,0.96,3.09,1.85,2.3,1.68,1.82,1.78,2.04,2.96,1.24,2.35,1.82
h_1,1.16,1.44,1.24,0.97,0.92,0.92,3.57,2.26,2.22,2.23,2.2,2.31,2.35,1.91,3.5,1.9
d_0,1.04,1.18,0.78,1.96,1.24,0.73,1.98,3.37,1.61,1.4,2.14,2.17,2.75,2.07,2.59,1.83
g_1,1.04,1.08,1.68,1.06,0.89,0.86,1.9,1.84,3.94,2.58,2.21,3.18,2.68,2.16,2.02,2.16
c_0,1.15,1.33,1.24,0.91,0.76,0.93,2.39,2.3,2.08,3.49,3.89,2.49,3.42,2.63,3.01,2.23
b_0,1.15,1.3,1.25,1.14,0.72,0.72,2.25,2.5,1.98,2.24,3.64,2.43,3.22,3.82,2.97,2.04
f_0,0.95,1.08,1.2,1.2,1.13,0.93,2.21,2.47,2.04,2.15,2.49,3.7,3.05,1.97,2.99,3.55
h_0,1.16,1.47,1.21,1.1,0.93,0.78,1.53,2.14,2.16,2.12,2.22,2.41,2.26,1.91,3.28,1.94
a_0,1.1,1.32,1.17,1.22,1.01,0.51,2.27,2.28,2.03,2.18,2.36,2.38,3.61,3.75,2.84,1.84
g_0,1.0,1.02,1.62,1.16,1.03,0.86,1.94,2.07,1.66,2.12,2.03,3.15,2.88,2.08,2.64,2.58
e_0,0.92,1.25,1.16,1.35,1.07,0.97,2.15,2.12,2.0,1.98,2.26,2.07,2.98,2.16,2.54,3.91
