,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.91,3.15,2.46,3.34,2.79,2.91,10.49,21.34,12.49,10.65,13.42,14.13,19.47,14.33,20.8,12.48
f_1,4.15,6.05,2.76,2.78,2.7,2.79,10.48,14.69,12.26,10.98,11.96,10.47,17.52,15.03,20.55,11.15
d_1,2.67,3.1,6.16,2.3,2.65,2.85,10.73,10.59,21.38,11.9,16.37,15.32,21.76,15.67,22.22,18.35
c_1,2.81,2.92,2.52,6.93,4.96,3.07,9.45,12.25,7.78,8.92,9.72,12.41,18.18,12.34,18.7,15.21
b_1,2.98,2.84,2.77,3.04,8.34,5.08,9.68,12.46,11.74,9.11,8.23,12.61,20.62,11.68,18.47,15.12
a_1,2.64,3.31,3.1,2.97,2.92,12.31,10.56,11.99,12.22,11.44,14.42,11.74,23.23,9.92,22.37,14.52
h_1,3.12,3.65,3.11,3.22,2.85,2.48,18.52,12.17,13.16,13.47,14.44,14.88,16.82,14.95,26.8,18.41
d_0,2.93,3.07,2.18,5.09,3.56,3.17,9.97,18.29,10.93,10.55,13.92,14.56,20.78,14.79,21.37,14.51
c_0,2.8,3.42,3.34,2.78,2.49,2.99,11.59,14.53,20.47,13.14,25.6,17.05,26.63,21.64,24.89,18.5
g_1,2.46,2.95,4.38,2.99,2.61,2.99,10.11,12.22,15.92,22.67,15.43,19.06,21.7,16.46,20.73,18.62
b_0,2.69,3.47,3.14,3.37,2.43,2.47,11.73,15.69,15.04,12.74,22.81,17.53,25.18,31.6,24.79,19.98
f_0,2.13,2.85,3.5,3.36,3.47,3.28,11.97,14.35,14.3,13.18,15.58,25.4,23.11,18.3,24.17,34.74
h_0,2.93,3.97,3.32,3.03,3.03,3.31,8.31,12.92,13.88,14.13,13.42,13.65,19.38,14.03,27.46,15.57
a_0,2.86,3.28,3.25,3.05,3.28,2.4,11.08,15.16,15.79,11.7,17.05,17.68,20.46,29.59,22.36,17.61
g_0,2.61,2.97,4.2,2.82,3.13,3.42,9.79,11.81,13.67,9.53,14.49,21.21,21.73,13.49,18.15,21.15
e_0,1.97,3.26,3.56,3.51,3.43,3.58,12.41,12.93,13.96,11.46,15.53,15.57,23.86,16.47,26.1,31.26
