,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.86,0.9,0.95,0.74,0.57,0.66,0.57,0.58,0.67,0.53,0.52,0.46,0.46,0.53
e_1,0.79,1.0,0.97,1.13,0.98,0.89,0.75,0.77,0.94,0.63,0.57,0.72,0.6,0.62,0.58,0.59
d_1,1.16,1.02,1.0,0.95,0.92,0.75,0.73,0.52,0.7,0.86,0.67,0.6,0.62,0.64,0.64,0.5
c_1,1.12,0.88,1.05,1.0,1.23,0.77,0.75,0.71,0.48,0.51,0.55,0.52,0.64,0.61,0.55,0.5
b_1,1.05,1.03,1.1,0.81,1.0,1.43,0.76,0.62,0.7,0.73,0.79,0.71,0.67,0.52,0.57,0.62
a_1,1.36,1.11,1.34,1.29,0.69,1.0,0.98,0.95,0.79,0.76,0.83,0.81,0.72,0.7,0.7,0.73
h_1,1.76,1.32,1.41,1.34,1.32,1.03,1.0,1.07,0.89,0.97,0.97,0.84,0.8,0.69,0.77,0.92
g_1,1.48,1.35,1.89,1.4,1.52,1.1,0.92,1.0,0.87,0.87,0.98,1.11,0.7,0.95,0.88,0.77
d_0,1.62,1.04,1.46,2.1,1.44,1.3,1.11,1.1,1.0,0.84,0.91,0.97,0.96,0.83,0.94,0.9
c_0,1.67,1.55,1.19,1.9,1.37,1.25,1.04,1.17,1.19,1.0,1.41,1.0,1.05,1.07,0.81,0.99
b_0,1.51,1.79,1.37,1.75,1.49,1.14,1.03,1.04,1.2,0.72,1.0,0.89,0.91,1.32,0.83,0.8
f_0,1.72,1.41,1.68,1.88,1.44,1.34,1.16,0.93,1.0,1.0,1.05,1.0,0.96,1.03,1.38,0.8
h_0,1.92,1.67,1.66,1.59,1.4,1.35,1.23,1.45,1.03,0.93,1.17,1.04,1.0,0.82,0.87,1.03
a_0,2.09,1.69,1.61,1.72,1.92,1.46,1.55,1.13,1.23,0.97,0.81,0.96,1.19,1.0,0.98,1.01
e_0,2.14,1.67,1.53,1.67,2.01,1.53,1.35,1.2,1.04,1.19,1.2,0.74,1.09,0.92,1.0,0.85
g_0,1.89,1.73,1.98,2.05,1.59,1.38,1.1,1.34,1.11,1.02,1.28,1.25,0.99,0.99,1.14,1.0
