,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.95,0.86,0.47,0.57,0.42,0.3,0.34,0.31,0.37,0.27,0.29,0.21,0.26,0.21,0.14,0.25
e_1,0.56,0.95,0.47,0.68,0.47,0.33,0.38,0.31,0.52,0.27,0.33,0.32,0.32,0.28,0.21,0.25
d_1,0.67,0.55,0.95,0.43,0.44,0.4,0.38,0.31,0.3,0.52,0.36,0.31,0.33,0.25,0.26,0.24
c_1,0.51,0.51,0.54,0.95,0.86,0.35,0.4,0.31,0.32,0.23,0.21,0.29,0.31,0.22,0.22,0.27
b_1,0.68,0.52,0.65,0.44,0.94,0.64,0.42,0.36,0.32,0.37,0.25,0.28,0.37,0.27,0.26,0.29
a_1,0.76,0.69,0.68,0.68,0.48,0.94,0.46,0.43,0.44,0.38,0.39,0.28,0.4,0.26,0.23,0.3
h_1,1.14,0.94,0.84,0.73,0.67,0.43,0.78,0.57,0.55,0.39,0.44,0.37,0.43,0.35,0.35,0.49
g_1,0.88,0.78,1.2,0.86,0.74,0.53,0.49,0.77,0.48,0.51,0.48,0.63,0.49,0.36,0.46,0.33
d_0,0.92,0.81,0.62,1.34,0.85,0.48,0.59,0.58,0.72,0.38,0.41,0.46,0.48,0.37,0.39,0.39
c_0,1.11,0.99,0.84,0.83,0.63,0.52,0.67,0.6,0.62,0.72,0.85,0.47,0.59,0.49,0.47,0.43
b_0,1.04,0.92,0.89,1.01,0.75,0.46,0.7,0.56,0.65,0.46,0.73,0.52,0.62,0.71,0.42,0.48
f_0,0.87,0.8,1.05,0.88,0.82,0.74,0.75,0.52,0.65,0.65,0.56,0.72,0.62,0.48,0.8,0.44
h_0,1.22,0.94,1.1,1.05,0.76,0.6,0.62,0.72,0.64,0.51,0.51,0.52,0.45,0.46,0.47,0.57
a_0,1.12,0.9,1.19,1.0,0.86,0.46,0.78,0.71,0.64,0.57,0.49,0.58,0.62,0.66,0.46,0.45
e_0,1.33,0.92,1.12,1.11,0.85,0.72,0.79,0.54,0.66,0.49,0.59,0.44,0.6,0.48,0.66,0.47
g_0,1.11,1.09,1.46,0.99,0.78,0.63,0.69,0.69,0.62,0.68,0.56,0.76,0.55,0.48,0.52,0.4
