,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.81,1.0,0.99,0.98,0.96,1.03,1.02,0.93,1.42,1.03,1.14,1.01,1.04,1.0,1.06
f_1,1.23,1.0,0.96,1.11,1.04,0.96,0.82,0.95,0.97,1.0,1.0,0.85,0.98,0.8,0.71,0.9
d_1,1.0,1.04,1.0,0.82,0.93,1.11,1.07,0.9,1.31,0.96,1.06,1.04,0.89,0.98,1.04,0.91
c_1,1.01,0.9,1.21,1.0,1.47,0.87,0.98,0.92,0.54,0.73,1.0,0.97,0.87,1.0,1.05,1.08
b_1,1.02,0.96,1.07,0.68,1.0,1.51,1.13,1.12,0.99,0.94,0.8,1.02,0.96,1.1,1.04,1.0
a_1,1.04,1.05,0.9,1.15,0.66,1.0,1.09,1.05,1.22,1.05,1.15,1.01,1.21,1.29,0.82,1.3
h_1,0.97,1.21,0.94,1.04,0.89,0.91,1.0,1.2,0.93,0.97,0.92,0.96,1.03,0.9,0.92,0.9
g_1,0.95,1.03,1.11,1.1,0.88,0.89,0.84,1.0,0.97,0.93,0.86,1.2,0.85,0.88,1.16,0.87
c_0,1.08,1.12,0.75,1.64,1.08,0.71,1.07,1.06,1.0,1.17,1.43,1.08,0.95,1.05,1.17,0.99
d_0,0.67,1.02,0.95,1.49,1.11,0.98,1.04,1.12,0.89,1.0,1.12,1.05,1.11,1.07,1.05,1.16
b_0,0.92,1.1,0.93,1.08,1.1,0.89,1.11,1.09,0.7,0.9,1.0,0.83,1.6,1.2,1.15,1.03
f_0,0.84,1.07,1.02,1.09,0.93,0.9,0.98,0.85,0.94,0.97,1.19,1.0,1.11,1.31,1.94,0.97
a_0,0.96,1.05,1.08,1.18,1.04,0.86,1.03,1.19,1.01,0.84,0.64,0.98,1.0,0.97,1.01,0.88
h_0,0.88,1.23,1.05,1.02,0.91,0.82,1.12,1.13,0.94,0.95,0.82,0.73,0.96,1.0,0.95,1.09
e_0,0.97,1.45,0.94,0.96,0.99,1.13,1.08,0.8,0.9,1.02,0.81,0.56,0.95,1.02,1.0,1.06
g_0,0.89,1.12,1.09,0.91,1.04,0.79,1.09,1.14,0.98,0.84,0.99,1.08,1.08,0.9,0.9,
