,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.47,1.12,0.52,0.5,0.64,0.58,2.15,2.39,1.82,2.96,2.92,0.37,4.09,2.65,2.3,4.65
e_1,0.66,5.86,0.59,0.52,0.49,0.56,2.35,6.05,2.39,3.65,2.6,3.3,3.79,2.63,1.24,4.38
c_1,0.6,0.63,6.39,0.61,1.08,0.59,1.93,2.59,1.74,0.53,2.96,3.26,3.97,2.59,2.69,4.17
d_1,0.64,0.54,0.54,6.72,0.55,0.58,2.14,1.02,2.45,5.0,3.3,2.35,4.99,3.26,2.17,5.31
b_1,0.7,0.55,0.56,0.62,7.5,1.14,2.46,2.32,2.0,1.94,0.41,3.44,4.53,2.04,2.16,5.41
a_1,0.64,0.49,0.62,0.61,0.65,10.56,2.4,2.92,2.42,2.95,2.62,3.79,3.93,0.65,3.55,2.9
h_1,1.5,0.91,1.07,1.08,0.79,0.8,14.68,4.52,5.04,5.13,5.95,4.72,2.8,4.88,5.79,6.67
d_0,0.96,0.82,2.21,0.45,0.94,0.94,3.8,13.33,4.2,5.51,6.09,5.35,9.05,4.88,6.66,5.95
g_1,0.8,0.84,1.14,1.65,1.12,0.86,3.3,3.97,19.53,3.8,5.9,9.51,7.38,6.3,6.2,3.11
c_0,1.1,0.99,0.67,1.35,0.92,0.86,4.27,5.87,4.41,14.8,11.69,4.49,8.44,6.04,6.54,7.02
b_0,1.17,1.11,1.3,1.08,0.38,0.85,4.42,5.46,3.05,4.73,16.01,5.55,9.83,10.62,7.2,7.84
f_0,0.3,1.07,1.28,1.09,1.19,0.78,4.32,5.5,4.17,4.41,5.9,18.62,9.77,7.64,15.4,6.39
h_0,1.45,1.01,1.0,1.07,0.92,1.09,1.67,4.22,4.95,3.94,6.55,5.65,2.56,5.13,6.57,9.48
a_0,1.09,1.09,1.37,1.25,0.99,,4.19,5.68,3.89,6.04,4.09,6.18,9.29,21.84,5.94,8.56
e_0,0.84,,1.39,1.76,1.19,0.99,4.13,5.33,5.24,6.76,4.84,6.02,9.93,5.94,24.0,4.74
g_0,0.95,0.96,1.21,1.67,0.93,1.06,3.54,4.15,2.11,4.3,4.78,8.28,6.98,4.11,6.92,2.46
