,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,1.19,0.95,1.09,0.92,1.06,1.27,1.06,0.91,1.03,1.11,1.01,1.03,1.01,1.05
f_1,1.24,1.0,0.98,0.96,0.89,0.85,0.84,1.08,1.08,0.97,1.0,0.93,0.84,1.0,0.77,0.99
c_1,0.83,1.02,1.0,1.1,1.32,0.94,0.94,0.75,1.0,0.84,0.77,0.93,1.04,0.92,0.98,1.06
d_1,1.07,1.02,0.9,1.0,0.97,0.99,1.0,1.11,0.87,1.27,1.08,1.04,0.95,1.07,1.02,0.85
b_1,0.92,1.13,0.76,1.02,1.0,1.52,1.08,0.89,1.01,1.17,0.99,1.0,1.18,0.83,1.04,1.07
a_1,1.04,1.18,1.06,1.02,0.69,1.0,1.14,1.02,1.09,0.97,1.32,1.04,1.17,1.12,1.12,1.02
h_1,0.93,1.11,1.04,1.01,0.93,0.86,1.0,0.84,1.06,0.84,0.95,0.88,1.04,1.0,0.94,1.14
d_0,0.78,0.91,1.31,0.9,1.16,1.02,1.18,1.0,1.08,0.77,0.89,1.02,1.14,0.87,1.2,1.19
g_1,0.95,0.91,1.01,1.2,1.03,0.89,0.94,0.88,1.0,1.0,0.98,1.12,0.85,0.97,0.99,1.04
c_0,1.07,1.01,1.19,0.81,0.88,0.92,1.17,1.27,0.98,1.0,1.26,0.99,1.0,1.16,1.03,1.0
b_0,0.93,0.95,1.3,0.93,1.03,0.75,1.02,1.1,1.02,0.76,1.0,0.98,1.0,1.39,1.1,1.06
f_0,0.93,1.08,1.03,1.01,1.02,0.98,1.19,1.0,0.87,1.03,0.99,1.0,1.03,1.06,1.4,0.82
h_0,0.98,1.16,0.98,1.07,0.84,0.85,0.97,0.89,1.17,0.97,1.01,1.01,1.0,0.93,0.92,1.05
a_0,0.99,0.93,1.1,0.99,1.17,0.85,0.99,1.13,1.0,0.88,0.74,0.93,1.0,1.0,1.03,1.02
e_0,0.96,1.32,1.05,0.96,0.99,0.89,1.07,0.9,0.98,0.93,0.94,0.74,1.09,0.94,1.0,0.94
g_0,0.94,1.03,0.97,1.16,0.94,0.98,0.87,0.88,0.97,1.0,0.96,1.15,0.96,0.94,1.08,1.0
