,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.12,2.44,4.72,4.95,4.36,3.66,1.35,0.92,1.48,0.97,0.88,1.13,0.68,0.85,2.21,0.75
f_1,3.69,1.12,4.68,4.45,4.92,4.21,0.9,0.9,1.44,0.79,1.0,1.6,0.46,0.77,0.79,0.82
c_1,3.3,4.55,1.12,6.13,4.67,4.86,1.61,0.52,1.45,1.85,0.88,0.89,0.66,0.93,0.78,0.79
d_1,5.45,5.38,4.74,1.11,4.67,4.72,1.12,2.36,0.87,0.81,0.89,0.84,0.68,0.85,0.84,0.39
b_1,6.61,6.45,2.95,4.99,1.13,5.79,1.92,1.14,1.86,1.46,2.71,1.11,0.9,1.39,1.06,0.72
a_1,10.02,7.88,10.09,7.83,3.78,1.14,2.76,1.9,2.42,1.57,1.85,1.52,1.36,3.39,1.17,1.15
h_1,16.73,17.62,17.96,14.31,19.58,16.93,1.73,3.4,4.61,3.0,3.26,3.51,3.44,2.93,2.81,2.68
d_0,10.94,17.71,17.69,31.33,20.71,22.27,6.08,2.25,6.07,3.72,3.32,3.79,2.93,2.81,4.6,3.62
g_1,19.46,20.05,21.99,16.2,19.44,17.66,3.48,5.07,1.73,3.29,3.8,3.61,2.11,4.32,4.14,4.53
c_0,25.32,22.08,47.65,11.37,24.43,17.97,6.18,6.42,5.3,2.36,5.05,4.61,3.44,3.57,5.02,3.42
b_0,20.2,23.9,30.91,18.55,42.03,19.7,6.87,4.39,5.96,2.22,2.23,4.2,3.31,4.49,4.53,2.91
f_0,22.14,42.55,21.18,20.37,25.07,25.3,6.75,5.44,4.07,5.33,4.74,2.37,3.33,4.44,4.6,2.25
h_0,27.59,30.34,28.83,26.36,26.71,21.57,13.25,6.54,7.42,5.19,6.31,5.61,6.01,4.74,5.52,4.0
a_0,37.72,42.04,36.89,29.65,42.66,46.57,9.76,6.54,12.15,6.7,3.78,6.97,5.22,2.72,7.04,4.28
e_0,59.63,57.2,38.55,34.24,33.23,31.05,12.79,6.73,8.79,6.13,5.39,3.37,6.1,6.92,2.69,4.4
g_0,41.08,47.79,40.85,36.1,44.66,35.95,8.53,9.71,15.18,7.89,7.5,6.79,4.29,8.24,6.49,7.16
