,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.09,1.54,2.6,2.67,2.4,2.38,0.7,0.54,0.52,0.75,0.53,0.61,0.45,0.37,0.76,0.36
f_1,2.42,1.09,2.59,2.17,2.48,2.08,0.54,0.57,0.51,0.66,0.48,0.66,0.42,0.26,0.5,0.42
c_1,2.07,2.57,1.09,3.21,2.48,2.44,0.82,0.34,0.67,0.76,0.56,0.56,0.45,0.35,0.4,0.38
d_1,3.4,3.16,2.63,1.09,2.42,2.3,0.6,0.85,0.5,0.49,0.46,0.53,0.54,0.35,0.48,0.24
b_1,2.94,3.3,1.78,2.96,1.1,2.84,0.94,0.59,0.8,0.94,0.84,0.65,0.73,0.5,0.5,0.45
a_1,4.91,5.21,3.92,4.98,2.59,1.12,1.28,1.04,0.97,1.39,0.96,1.01,1.57,0.65,0.85,0.56
h_1,9.68,9.73,9.26,8.48,8.18,7.8,1.54,2.0,2.02,2.68,1.94,1.79,1.77,1.69,1.78,1.3
d_0,7.08,9.95,11.35,13.67,10.5,11.38,3.66,1.75,2.53,3.6,2.38,2.32,2.18,1.79,2.41,1.71
c_0,12.73,12.32,16.09,6.94,11.54,10.34,3.05,3.3,1.7,2.88,2.52,2.17,2.56,1.94,2.88,1.41
g_1,12.51,12.73,11.8,10.7,11.91,10.87,2.56,2.73,2.15,1.57,2.14,2.4,2.01,1.32,2.28,1.81
b_0,12.17,12.5,18.02,11.26,15.95,12.16,3.49,2.9,1.73,3.53,1.9,2.4,2.66,1.91,2.86,1.66
f_0,12.46,19.09,14.8,13.73,13.09,14.76,3.83,3.19,2.84,2.66,2.91,1.76,2.71,1.98,2.68,1.46
a_0,16.45,18.48,23.35,16.48,22.98,23.3,5.01,4.11,3.24,5.19,2.15,3.59,2.08,2.97,4.0,2.53
h_0,18.96,18.38,20.98,19.27,18.24,14.88,6.48,4.23,3.8,5.0,4.04,4.0,3.54,3.39,3.33,2.82
e_0,25.73,32.47,21.81,24.98,22.63,17.42,5.97,4.88,4.59,5.11,4.31,2.52,4.31,3.36,2.12,3.03
g_0,22.94,24.12,24.02,23.51,22.45,20.57,5.33,5.59,4.72,7.61,4.68,5.62,4.59,2.79,5.0,3.86
