,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.21,0.03,0.03,0.03,0.02,0.02,0.05,0.04,0.12,0.07,0.06,0.04,0.08,0.06,,0.06
f_1,0.05,2.22,0.03,0.03,0.03,0.02,0.05,0.06,0.06,0.05,0.05,,0.08,0.04,0.04,0.06
d_1,0.02,0.03,2.31,0.03,0.02,0.02,0.05,0.05,,0.13,0.06,0.05,0.08,0.04,0.05,0.06
c_1,0.03,0.03,0.03,2.4,0.05,0.02,0.05,0.05,0.06,,0.04,0.04,0.08,0.07,0.06,0.05
b_1,0.03,0.03,0.03,0.03,2.54,,0.04,0.04,0.07,0.06,,0.06,0.08,0.03,0.03,0.07
a_1,0.04,0.03,0.02,0.02,,3.21,0.07,0.05,0.06,0.07,0.06,0.06,0.09,,,0.06
h_1,0.11,0.15,0.1,0.1,0.12,0.06,2.8,0.23,0.25,0.26,0.21,0.23,,0.13,0.14,0.34
g_1,0.09,0.1,0.15,0.11,0.09,0.07,0.17,2.89,0.18,0.23,0.29,0.34,0.27,,0.24,
d_0,0.16,0.13,,0.25,0.14,0.08,0.35,0.26,2.03,0.2,0.22,0.24,0.49,0.3,0.18,0.32
c_0,0.16,0.13,0.11,,0.09,0.1,0.29,0.3,0.29,2.12,0.61,0.27,0.35,0.19,0.22,0.3
b_0,0.18,0.15,0.15,0.1,,0.11,0.27,0.19,0.35,0.27,2.09,0.26,0.41,0.5,0.19,0.38
f_0,0.09,,0.16,0.15,0.13,0.09,0.2,0.24,0.27,0.3,0.29,2.28,0.58,0.24,0.56,0.31
h_0,0.21,0.25,0.22,0.16,0.19,0.18,,0.38,0.44,0.48,0.39,0.54,,0.43,0.31,0.89
a_0,0.12,0.17,0.13,0.16,0.11,,0.39,,0.28,0.27,0.35,0.24,0.36,2.64,,
e_0,,0.17,0.15,0.14,0.11,,0.18,0.21,0.46,0.29,0.33,0.26,0.36,,2.78,0.48
g_0,0.17,0.18,0.36,0.21,0.17,0.18,0.43,,0.37,0.46,0.29,0.85,0.6,,0.33,
