,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,3.85,6.61,6.63,6.28,4.74,2.51,2.92,2.2,2.3,2.14,2.2,1.31,2.0,,1.26
f_1,6.46,0.67,5.77,5.8,5.05,5.13,2.07,2.44,2.01,2.05,2.21,,1.25,1.89,1.79,2.19
d_1,6.67,6.12,0.66,5.23,5.32,7.5,2.58,1.7,2.34,,2.25,1.83,2.01,1.7,2.11,1.18
c_1,5.02,5.18,7.81,0.64,8.04,6.52,2.7,2.17,,1.62,2.15,2.26,1.72,2.69,1.83,1.63
b_1,5.78,7.09,5.67,3.63,0.63,6.43,4.23,3.7,2.68,2.33,,1.95,2.06,,1.88,1.98
a_1,9.39,10.26,6.05,6.47,4.97,0.58,3.19,3.05,2.37,3.1,2.57,1.93,1.74,,,2.85
h_1,4.93,5.03,5.25,5.26,3.53,3.98,0.62,2.35,1.84,1.64,1.71,1.68,,2.31,1.37,2.0
g_1,4.45,8.12,5.88,6.36,5.05,6.47,1.61,0.58,2.2,2.63,1.91,2.01,1.3,1.64,1.59,
c_0,4.89,5.96,3.17,,5.07,4.13,1.85,1.94,0.71,2.19,2.13,1.73,1.29,1.67,1.84,1.06
d_0,3.39,4.92,,5.34,5.43,4.21,2.2,2.13,1.68,0.69,1.76,1.9,1.54,1.59,1.61,1.33
b_0,5.2,4.63,4.93,7.27,,5.95,2.13,2.39,1.08,1.67,0.71,1.43,1.64,2.18,1.71,1.19
f_0,5.34,,6.45,4.77,4.76,6.09,3.05,1.58,1.99,1.74,1.93,0.68,1.86,1.37,1.79,1.18
h_0,6.36,4.86,3.36,4.87,3.82,4.22,,2.11,1.75,1.82,1.68,1.34,,1.45,1.6,1.66
a_0,5.8,5.67,6.33,4.63,,,2.37,3.26,2.39,2.24,1.12,2.94,2.24,0.63,,
e_0,,5.27,6.5,5.91,6.81,,3.61,3.16,1.94,1.72,2.03,1.79,1.81,,0.61,2.01
g_0,6.78,5.12,6.19,4.27,4.37,3.47,1.8,,2.17,1.85,1.85,2.03,0.97,,1.74,
