,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.06,2.22,1.75,1.95,2.13,1.45,0.61,0.9,0.6,0.63,0.55,0.91,0.37,0.57,0.48,0.48
e_1,1.38,1.06,2.27,2.45,2.0,1.93,0.96,0.79,0.67,0.76,0.69,0.76,0.53,0.58,0.52,0.94
d_1,2.36,2.23,1.06,1.93,1.95,1.79,0.71,0.58,0.74,0.97,0.65,0.6,0.46,0.49,0.35,0.51
c_1,2.63,1.86,2.68,1.06,2.55,1.85,0.85,0.76,0.89,0.4,0.58,0.61,0.51,0.57,0.51,0.49
b_1,2.6,2.5,2.62,1.55,1.06,2.61,1.1,0.95,0.89,0.7,1.03,0.65,0.59,0.59,0.57,0.64
a_1,4.15,3.09,3.15,3.76,1.92,1.07,1.28,1.32,0.78,1.07,1.04,0.78,0.82,1.29,0.63,0.87
h_1,6.56,5.2,5.6,5.84,4.69,4.7,1.32,2.23,1.67,1.62,1.7,1.31,1.5,1.42,1.21,1.35
g_1,6.66,6.75,6.57,6.96,6.11,5.04,1.85,1.32,1.81,1.53,1.63,2.02,1.13,1.54,1.48,1.4
c_0,7.52,6.58,4.16,9.34,6.19,6.1,2.42,2.36,1.49,2.38,2.26,1.86,1.53,1.88,1.33,1.69
d_0,6.75,4.34,8.23,8.77,7.22,5.51,2.7,3.09,1.93,1.55,2.05,1.84,1.62,2.1,1.66,1.85
b_0,8.59,7.43,6.37,9.13,9.29,5.19,2.58,2.39,1.38,2.16,1.48,1.87,1.69,2.08,1.55,1.99
f_0,10.08,7.47,7.64,7.17,7.16,6.51,3.39,2.06,2.13,2.36,2.21,1.51,1.63,1.86,1.36,2.07
h_0,10.2,9.14,8.64,9.84,8.05,6.89,4.0,3.7,2.56,2.94,2.54,2.65,2.72,2.33,2.23,1.97
a_0,9.9,9.49,10.3,11.13,11.67,10.02,3.76,3.71,2.56,3.0,1.83,2.63,1.92,1.57,2.14,2.59
g_0,11.74,9.46,11.25,10.26,10.35,8.87,3.01,4.44,2.91,3.21,2.78,2.91,1.82,2.5,2.87,3.0
e_0,14.27,13.42,10.68,9.61,10.71,8.06,3.66,3.49,3.05,2.63,2.71,1.56,3.18,2.86,1.79,1.55
