,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.01,0.1,0.07,0.08,0.08,0.11,0.15,0.16,0.17,0.24,0.2,,0.27,0.21,0.34,0.39
e_1,0.05,0.01,0.11,0.08,0.09,0.14,0.14,0.16,0.17,0.23,0.2,0.31,0.3,0.24,,0.34
d_1,0.06,0.06,0.01,0.06,0.07,0.11,0.16,0.13,,0.11,0.12,0.16,0.22,0.16,0.25,0.15
c_1,0.06,0.07,0.08,0.01,0.1,0.08,0.1,,0.07,0.13,0.12,0.14,0.26,0.17,0.23,0.16
b_1,0.04,0.05,0.05,0.03,0.01,0.09,0.11,0.09,0.11,0.13,,0.11,0.14,0.18,0.13,0.19
a_1,0.02,0.02,0.02,0.02,0.01,,0.05,0.04,0.04,0.04,0.04,0.04,,0.05,0.08,0.07
h_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
