,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.36,0.83,0.73,0.75,0.68,0.19,0.17,0.23,0.15,0.12,0.18,0.1,0.12,0.31,0.09
f_1,0.58,0.17,0.76,0.56,0.72,0.65,0.12,0.14,0.19,0.12,0.13,0.23,0.06,0.13,0.12,0.14
c_1,0.54,0.69,0.15,0.89,0.55,0.61,0.2,0.07,0.21,0.28,0.15,0.13,0.1,0.11,0.12,0.11
d_1,0.73,0.8,0.72,0.14,0.6,0.52,0.19,0.34,0.11,0.12,0.12,0.13,0.1,0.13,0.13,0.06
b_1,0.76,0.71,0.34,0.72,0.13,0.74,0.21,0.13,0.19,0.24,0.35,0.14,0.11,0.18,0.12,0.09
a_1,0.69,0.84,0.56,0.71,0.33,0.1,0.23,0.17,0.25,0.16,0.15,0.13,0.11,0.26,0.14,0.11
h_1,0.48,0.57,0.54,0.47,0.64,0.5,0.06,0.11,0.14,0.1,0.09,0.12,0.14,0.11,0.1,0.08
d_0,0.29,0.54,0.5,1.0,0.58,0.57,0.17,0.06,0.14,0.15,0.12,0.11,0.1,0.11,0.12,0.09
g_1,0.51,0.56,0.44,0.49,0.58,0.46,0.14,0.14,0.05,0.11,0.1,0.11,0.06,0.12,0.1,0.1
c_0,0.54,0.62,1.0,0.26,0.68,0.47,0.14,0.16,0.12,0.06,0.11,0.11,0.09,0.1,0.11,0.08
b_0,0.53,0.58,0.73,0.42,1.02,0.41,0.15,0.12,0.13,0.05,0.05,0.09,0.06,0.1,0.08,0.08
f_0,0.48,1.11,0.54,0.48,0.52,0.52,0.14,0.1,0.1,0.1,0.09,0.05,0.08,0.09,0.09,0.04
h_0,0.53,0.52,0.57,0.45,0.45,0.49,0.23,0.11,0.15,0.1,0.12,0.11,0.12,0.08,0.09,0.06
a_0,0.61,0.5,0.62,0.4,0.76,0.68,0.12,0.12,0.15,0.09,0.05,0.09,0.07,0.04,0.09,0.09
e_0,0.73,0.69,0.56,0.48,0.62,0.58,0.14,0.09,0.11,0.09,0.1,0.05,0.08,0.08,0.04,0.06
g_0,0.5,0.46,0.52,0.51,0.54,0.52,0.13,0.11,0.23,0.11,0.09,0.12,0.06,0.11,0.1,0.1
