,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.4,1.11,1.22,1.48,1.2,1.24,2.39,4.12,2.12,2.46,2.75,2.9,3.54,2.41,3.64,2.18
f_1,1.81,2.46,1.21,1.18,1.11,0.91,2.11,2.6,2.28,2.5,2.88,1.64,3.34,2.53,3.3,2.09
d_1,1.24,1.33,2.52,1.07,1.09,1.14,2.43,1.63,2.56,4.25,2.7,2.76,3.23,3.26,2.9,2.61
c_1,0.99,1.26,1.15,2.62,2.04,1.16,2.49,2.39,2.26,1.75,2.29,2.39,3.2,2.73,3.02,2.63
b_1,1.11,1.2,1.28,1.1,2.78,2.13,2.48,2.7,2.17,2.76,1.91,2.85,2.78,2.32,2.83,3.37
a_1,1.25,1.57,1.16,1.36,1.04,3.22,2.24,2.74,2.53,2.31,2.32,2.59,3.57,1.88,3.57,2.6
h_1,1.3,1.75,1.41,1.22,1.17,1.39,4.17,2.92,3.11,2.86,3.06,2.97,2.99,2.59,5.08,3.27
d_0,1.15,1.38,1.0,2.31,1.49,1.17,2.58,3.99,2.39,2.05,2.73,2.8,3.9,3.39,3.66,3.22
g_1,1.22,1.28,1.81,1.31,1.3,1.05,2.31,2.76,4.63,2.86,3.11,3.89,3.42,3.38,2.72,3.28
c_0,1.33,1.49,1.22,1.2,1.01,1.45,3.06,2.82,2.68,4.17,5.04,3.37,4.26,3.65,4.43,3.68
b_0,1.38,1.32,1.46,1.5,0.96,1.3,2.69,3.34,2.5,2.43,4.38,3.51,3.87,5.46,4.19,3.31
f_0,1.14,1.23,1.37,1.49,1.52,1.34,2.83,3.11,2.51,2.66,3.01,4.4,3.7,3.16,3.84,5.41
h_0,1.3,1.67,1.43,1.41,1.33,0.99,1.99,2.73,3.3,2.61,3.14,3.14,2.81,2.74,4.25,2.95
a_0,1.39,1.51,1.37,1.44,1.44,0.74,2.83,2.72,2.76,2.62,2.73,3.22,4.68,5.11,3.61,3.28
g_0,1.23,1.15,1.93,1.49,1.41,1.31,2.11,2.75,2.09,2.33,2.75,4.02,3.29,2.94,3.16,4.05
e_0,0.89,1.5,1.49,1.73,1.41,1.56,2.42,2.59,2.41,2.57,3.06,2.67,3.95,2.86,3.1,5.22
