,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.88,0.76,1.18,0.84,0.71,1.06,1.03,1.64,0.92,1.08,1.08,1.19,0.91,0.81,1.07
f_1,1.38,1.54,0.78,0.84,0.76,0.66,0.89,0.93,1.22,1.05,1.0,0.76,1.02,0.94,0.6,1.04
d_1,0.93,1.06,1.56,0.76,0.83,0.72,0.99,0.93,0.83,1.59,1.12,0.9,1.28,0.91,0.96,0.94
c_1,0.73,0.92,1.03,1.56,1.43,0.71,1.04,0.92,0.87,0.73,0.71,0.96,1.01,0.9,0.79,1.0
b_1,0.94,0.95,1.0,0.78,1.61,1.33,0.93,0.94,1.03,1.08,0.92,1.1,1.11,0.73,0.87,1.06
a_1,1.01,1.02,1.05,1.06,0.76,1.75,1.25,1.08,1.19,1.01,1.2,1.27,1.32,0.81,1.04,1.08
h_1,1.07,1.46,1.2,1.12,1.13,0.93,1.83,1.61,1.27,1.29,1.3,1.23,1.19,1.07,1.06,1.4
g_1,1.04,1.13,1.53,1.18,1.03,0.91,1.02,1.88,1.15,1.29,1.16,1.9,1.31,1.14,1.47,1.28
d_0,1.02,1.09,0.96,1.95,1.05,0.89,1.35,1.3,1.7,0.97,1.47,1.41,1.48,1.23,1.16,1.39
c_0,1.42,1.23,1.07,1.16,0.91,0.92,1.39,1.28,1.58,1.75,2.1,1.39,1.65,1.43,1.36,1.5
b_0,1.21,1.32,1.27,1.42,0.82,0.69,1.37,1.43,1.33,1.23,1.8,1.5,1.61,2.09,1.22,1.6
f_0,1.17,1.16,1.37,1.32,1.12,0.86,1.39,1.19,1.4,1.29,1.31,1.8,1.68,1.34,2.17,1.43
h_0,1.25,1.62,1.14,1.24,1.08,0.94,1.26,1.61,1.27,1.33,1.37,1.36,1.35,1.4,1.22,1.7
a_0,1.37,1.3,1.29,1.33,1.25,0.83,1.5,1.37,1.48,1.31,1.19,1.42,1.51,1.85,1.27,1.46
e_0,1.05,1.55,1.31,1.5,1.14,1.06,1.62,1.29,1.46,1.45,1.71,1.17,1.58,1.47,1.88,1.4
g_0,1.23,1.13,1.67,1.28,1.11,1.15,1.43,1.2,1.37,1.41,1.5,1.83,1.62,1.32,1.45,1.09
