,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.38,0.38,0.26,0.31,0.21,0.23,0.63,0.48,0.72,0.7,0.68,,0.72,0.62,,0.83
e_1,0.26,2.39,0.26,0.31,0.27,0.26,0.44,0.55,0.88,0.61,0.69,0.8,0.8,0.61,,0.41
d_1,0.28,0.23,2.5,0.24,0.27,0.34,0.61,0.47,,1.11,0.53,0.62,0.78,0.54,0.75,0.58
c_1,0.27,0.29,0.25,2.51,0.52,0.37,0.65,0.44,0.61,,0.42,0.62,0.76,,0.58,0.77
b_1,0.38,0.28,0.27,0.2,2.71,0.43,0.54,0.64,0.49,0.65,,0.59,0.86,0.55,0.64,0.78
a_1,0.34,0.29,0.27,0.24,0.23,3.32,0.65,0.57,0.68,0.52,0.57,,0.84,,0.62,0.78
h_1,0.6,0.6,0.52,0.47,0.43,0.39,3.75,1.55,1.16,0.84,1.26,1.24,,1.26,1.41,2.19
g_1,0.5,0.43,0.79,0.58,0.51,0.57,0.79,4.14,0.99,1.27,1.03,1.51,1.69,1.05,1.49,
d_0,0.64,0.65,,0.91,0.62,0.56,1.36,1.22,3.43,1.5,1.5,1.52,1.21,1.16,1.06,1.86
c_0,0.6,0.59,0.61,,0.55,0.56,1.37,1.18,1.09,3.73,2.54,1.3,1.96,1.04,,1.44
b_0,0.59,0.58,0.62,0.67,,0.48,1.34,1.3,1.22,1.16,3.81,1.55,1.85,2.47,1.41,1.88
f_0,,0.43,0.73,0.62,0.7,,1.14,1.08,1.43,1.47,1.3,4.0,2.03,1.53,2.56,1.41
h_0,0.81,0.8,0.76,0.91,0.68,0.68,,1.64,2.17,1.39,1.61,1.59,,1.51,1.46,2.87
a_0,0.5,0.61,0.63,,0.81,,1.26,1.13,1.44,1.38,0.85,1.53,1.94,4.56,1.3,1.68
e_0,,,0.57,0.62,0.78,0.67,1.29,1.02,1.83,,1.41,1.07,1.85,1.96,4.69,
g_0,0.83,1.05,1.17,0.67,0.62,0.67,1.09,,1.37,1.6,1.81,1.88,1.86,2.28,,
