,f_1,e_1,c_1,d_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.01,0.13,0.1,0.09,0.14,0.15,0.15,0.38,0.23,0.25,0.3,,0.21,0.47,0.37,0.62
e_1,0.04,0.01,0.09,0.1,0.12,0.14,0.18,0.19,0.28,0.23,0.23,0.3,0.23,0.35,0.33,
c_1,0.07,0.07,0.01,0.07,0.1,0.14,0.18,0.17,0.11,,0.26,0.21,0.16,0.21,0.3,0.33
d_1,0.07,0.06,0.08,0.01,0.08,0.14,0.13,0.11,,0.18,0.13,0.16,0.16,0.2,0.16,0.23
b_1,0.04,0.03,0.02,0.04,,0.09,0.08,0.12,0.09,0.12,,0.13,0.11,0.17,0.15,0.15
a_1,0.01,0.01,0.01,0.01,0.01,,0.03,0.03,0.03,0.04,,,0.04,,,
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
