,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,0.7,0.74,0.79,0.79,0.79,0.14,0.25,0.17,0.14,0.12,0.37,0.08,0.13,0.13,0.13
e_1,0.43,0.17,0.88,0.94,0.79,0.7,0.32,0.23,0.16,0.17,0.17,0.23,0.14,0.17,0.31,0.15
d_1,0.84,1.01,0.15,0.73,0.78,0.7,0.2,0.13,0.38,0.16,0.15,0.14,0.1,0.17,0.17,0.06
c_1,0.86,0.62,0.9,0.14,0.74,0.73,0.27,0.23,0.08,0.3,0.17,0.13,0.1,0.15,0.15,0.1
b_1,0.97,0.71,0.81,0.39,0.13,0.83,0.22,0.34,0.17,0.2,0.63,0.16,0.15,0.18,0.2,0.12
a_1,0.96,0.88,0.85,1.05,0.35,0.09,0.25,0.22,0.2,0.18,0.2,0.15,0.13,0.46,0.17,0.15
h_1,0.62,0.73,0.47,0.62,0.69,0.56,0.07,0.2,0.14,0.12,0.12,0.12,0.14,0.13,0.11,0.11
g_1,0.71,0.68,0.55,0.66,0.67,0.79,0.13,0.05,0.14,0.12,0.11,0.11,0.06,0.1,0.1,0.1
d_0,0.62,0.31,1.24,0.75,0.82,0.63,0.24,0.28,0.06,0.11,0.13,0.12,0.1,0.13,0.12,0.12
c_0,0.66,0.56,0.33,1.73,0.67,0.54,0.2,0.2,0.2,0.06,0.12,0.13,0.09,0.14,0.11,0.08
b_0,0.59,0.61,0.54,0.8,1.36,0.59,0.16,0.22,0.12,0.06,0.06,0.12,0.09,0.12,0.09,0.09
f_0,1.18,0.58,0.51,0.62,0.65,0.69,0.19,0.11,0.13,0.1,0.12,0.05,0.09,0.15,0.09,0.05
h_0,0.62,0.53,0.49,0.61,0.75,0.52,0.32,0.18,0.12,0.12,0.13,0.11,0.13,0.11,0.1,0.08
a_0,0.57,0.6,0.52,0.64,1.3,1.2,0.18,0.19,0.11,0.09,0.06,0.11,0.09,0.04,0.13,0.09
e_0,0.83,0.93,0.52,0.62,0.58,0.47,0.18,0.14,0.16,0.11,0.13,0.06,0.08,0.13,0.04,0.1
g_0,0.63,0.57,0.54,0.7,0.68,0.49,0.13,0.25,0.13,0.1,0.12,0.12,0.07,0.15,0.11,0.12
