,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.96,0.82,0.49,0.48,0.4,0.31,0.35,0.32,0.35,0.29,0.31,0.24,0.29,0.25,0.19,0.26
e_1,0.53,0.95,0.48,0.62,0.49,0.34,0.38,0.32,0.55,0.33,0.33,0.32,0.35,0.25,0.19,0.27
d_1,0.67,0.58,0.95,0.42,0.5,0.34,0.44,0.32,0.29,0.53,0.35,0.33,0.36,0.26,0.27,0.27
c_1,0.61,0.52,0.63,0.95,0.82,0.33,0.4,0.3,0.27,0.21,0.26,0.28,0.3,0.24,0.22,0.24
b_1,0.67,0.64,0.54,0.46,0.95,0.68,0.42,0.34,0.33,0.38,0.27,0.3,0.31,0.18,0.26,0.27
a_1,0.77,0.68,0.68,0.63,0.47,0.94,0.47,0.35,0.41,0.42,0.37,0.34,0.43,0.21,0.3,0.37
h_1,1.18,0.82,0.8,0.69,0.63,0.48,0.79,0.59,0.43,0.43,0.48,0.41,0.41,0.38,0.32,0.48
g_1,0.85,0.89,1.17,0.82,0.65,0.64,0.56,0.78,0.48,0.49,0.45,0.62,0.48,0.32,0.42,0.36
d_0,0.95,0.79,0.76,1.44,0.79,0.52,0.65,0.53,0.71,0.39,0.51,0.43,0.52,0.39,0.35,0.41
c_0,1.11,0.92,0.84,0.84,0.61,0.58,0.72,0.57,0.67,0.7,0.81,0.52,0.52,0.49,0.39,0.45
b_0,1.12,0.94,0.98,0.99,0.58,0.52,0.66,0.62,0.55,0.5,0.7,0.47,0.56,0.72,0.39,0.47
f_0,0.95,0.79,1.02,1.04,0.82,0.68,0.75,0.56,0.6,0.59,0.59,0.72,0.56,0.43,0.7,0.42
h_0,1.3,0.97,0.99,0.95,0.79,0.57,0.57,0.71,0.57,0.56,0.57,0.49,0.51,0.4,0.45,0.53
a_0,1.15,1.06,1.08,1.05,0.96,0.49,0.67,0.69,0.59,0.51,0.47,0.55,0.6,0.68,0.41,0.49
e_0,1.3,0.93,1.12,1.08,0.73,0.69,0.8,0.7,0.61,0.64,0.66,0.53,0.62,0.39,0.67,0.47
g_0,1.04,0.95,1.42,1.06,0.86,0.49,0.7,0.64,0.58,0.61,0.61,0.76,0.61,0.47,0.46,0.5
