,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.9,0.89,0.75,0.6,0.4,0.44,0.36,0.35,0.33,0.29,0.26,0.27,0.22,0.29
e_1,0.79,1.0,0.86,1.1,0.93,0.73,0.49,0.39,0.41,0.6,0.38,0.41,0.36,0.37,0.37,0.35
d_1,1.11,1.17,1.0,0.88,0.91,0.79,0.55,0.38,0.55,0.45,0.42,0.39,0.34,0.31,0.27,0.25
c_1,1.14,0.9,1.14,1.0,1.2,0.78,0.46,0.5,0.37,0.31,0.4,0.43,0.4,0.32,0.38,0.29
b_1,1.34,1.06,1.1,0.84,1.0,1.1,0.52,0.5,0.53,0.45,0.5,0.42,0.39,0.33,0.38,0.34
a_1,1.65,1.39,1.25,1.27,0.9,1.0,0.8,0.67,0.64,0.71,0.72,0.43,0.51,0.62,0.43,0.5
h_1,2.51,2.09,1.94,2.05,1.71,1.22,1.0,1.25,0.86,0.78,0.79,0.68,0.96,0.78,0.67,0.69
g_1,2.22,2.6,2.64,1.96,2.12,1.56,0.8,1.0,1.04,0.8,0.96,1.14,0.71,0.82,0.72,0.71
c_0,2.98,2.4,1.78,2.47,1.73,1.54,1.19,0.96,1.0,1.3,1.35,1.08,0.96,0.87,0.83,0.8
d_0,2.64,1.68,2.3,3.28,2.1,1.34,1.33,1.37,0.78,1.0,0.98,0.73,0.98,0.75,0.68,0.76
b_0,3.08,2.6,2.47,2.62,1.87,1.54,1.24,0.98,0.76,1.04,1.0,0.86,0.92,1.09,0.86,0.76
f_0,2.93,2.52,2.43,2.34,2.53,2.17,1.41,0.88,0.97,1.35,1.17,1.0,1.07,1.15,1.24,0.68
h_0,3.9,2.85,2.96,2.55,2.61,1.98,1.05,1.4,1.01,1.05,1.06,0.87,1.0,0.88,0.91,0.89
a_0,3.9,2.74,3.24,3.19,3.21,1.77,1.34,1.21,1.17,1.29,0.94,0.96,1.11,1.0,0.77,0.9
e_0,4.31,2.84,3.55,2.74,3.02,2.08,1.43,1.48,1.22,1.45,1.21,0.82,1.13,1.47,1.0,0.86
g_0,3.33,2.93,3.88,3.21,2.95,2.22,1.44,1.34,1.28,1.24,1.29,1.49,1.15,1.05,1.24,1.0
