,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.18,2.05,1.61,1.78,1.51,0.72,0.68,0.53,0.68,0.54,0.61,0.43,0.47,0.63,0.45
f_1,2.08,1.05,1.76,1.84,1.51,1.41,0.54,0.54,0.48,0.75,0.52,0.58,0.31,0.46,0.36,0.42
c_1,1.45,1.98,1.05,2.02,2.12,1.51,0.65,0.36,0.57,0.58,0.45,0.47,0.38,0.44,0.45,0.39
d_1,2.14,1.71,1.83,1.05,1.77,1.43,0.66,0.7,0.58,0.44,0.54,0.5,0.39,0.43,0.46,0.29
b_1,2.13,2.46,1.32,1.88,1.06,2.69,0.85,0.64,0.95,0.83,0.78,0.57,0.49,0.49,0.53,0.43
a_1,2.5,2.85,2.64,2.62,1.38,1.06,1.2,0.85,0.74,0.96,0.88,0.8,0.65,0.82,0.72,0.61
h_1,4.5,5.39,5.13,4.6,3.97,3.45,1.27,1.53,1.38,1.99,1.39,1.26,1.23,1.22,1.1,1.08
d_0,3.59,5.93,6.7,6.88,5.81,4.55,2.23,1.41,1.63,2.21,1.63,1.6,1.46,1.32,1.57,1.44
c_0,5.49,6.09,7.87,3.96,4.7,5.39,2.21,2.26,1.41,2.01,1.91,1.64,1.53,1.71,1.44,1.22
g_1,5.28,5.39,6.27,6.22,5.26,4.61,1.69,1.83,1.76,1.3,1.67,1.75,1.12,1.22,1.34,1.29
b_0,5.93,6.58,9.39,5.32,7.11,4.89,2.46,2.09,1.18,2.29,1.38,1.75,1.47,2.02,1.51,1.45
f_0,5.78,9.59,6.63,6.25,6.45,5.25,2.71,2.01,2.21,1.64,2.02,1.41,1.74,1.73,1.96,1.07
h_0,8.11,8.81,8.28,8.1,7.48,6.51,3.23,2.38,2.2,3.2,2.23,2.17,2.02,1.76,1.89,1.97
a_0,7.91,8.49,8.34,10.57,10.77,9.85,3.38,2.72,2.3,3.46,1.55,2.47,1.94,1.56,2.21,1.64
e_0,8.46,12.0,9.14,8.87,8.71,6.54,3.06,2.68,2.49,3.0,2.75,1.54,1.96,2.35,1.54,1.71
g_0,8.41,9.15,8.42,10.17,8.78,8.08,2.77,2.61,2.53,3.72,2.46,2.88,1.62,2.29,2.32,2.08
