,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.47,0.26,0.15,0.15,0.18,0.14,0.19,0.18,0.18,0.22,0.17,,0.19,0.15,0.15,0.21
e_1,0.16,1.5,0.14,0.15,0.13,0.11,0.2,0.34,0.2,0.26,0.14,0.2,0.18,0.15,,0.21
c_1,0.19,0.18,1.53,0.16,0.23,0.14,0.19,0.18,0.16,,0.22,0.22,0.23,0.13,0.14,0.21
d_1,0.18,0.19,0.18,1.55,0.16,0.14,0.18,,0.17,0.27,0.2,0.16,0.25,0.2,0.11,0.21
b_1,0.21,0.2,0.14,0.17,1.59,0.22,0.26,0.2,0.19,0.14,,0.19,0.25,0.12,0.12,0.24
a_1,0.2,0.18,0.19,0.19,0.15,1.74,0.24,0.24,,0.25,0.19,0.22,0.18,,,
h_1,0.51,0.37,0.4,0.45,0.29,0.27,1.63,0.51,0.46,0.48,0.53,0.36,,0.41,0.42,0.41
d_0,0.53,0.41,0.67,,0.42,0.34,0.48,1.41,0.47,0.53,0.55,0.55,0.81,0.41,0.47,0.53
g_1,0.35,0.38,0.45,0.48,0.35,,0.48,0.44,1.76,0.52,0.55,0.79,0.39,0.43,0.34,
c_0,0.41,0.38,,0.5,0.48,0.32,0.55,0.7,0.39,1.45,0.92,0.45,0.66,0.43,0.44,0.56
b_0,0.56,0.49,0.44,0.48,,0.37,0.59,0.57,0.36,0.46,1.45,0.49,0.61,,0.47,0.63
f_0,,0.49,0.43,0.52,0.51,0.39,0.66,0.5,0.41,0.42,0.53,1.51,0.73,0.69,1.02,0.33
h_0,0.8,0.68,0.53,0.57,0.51,0.6,,0.61,0.84,0.61,0.8,0.54,,0.6,0.51,0.98
a_0,0.58,0.5,0.54,0.34,0.52,,0.47,0.71,0.53,0.75,,0.37,0.74,1.64,,0.67
e_0,0.36,,0.69,0.62,0.66,,0.56,0.58,0.53,0.68,0.56,0.48,0.73,,1.65,
g_0,0.61,0.54,0.66,0.71,0.53,,0.9,0.68,,0.72,0.63,1.03,0.54,0.45,,
