,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.0,1.06,1.0,0.85,0.83,0.94,0.68,0.52,0.75,0.61,0.65,0.63,0.64,0.6,0.49,0.49
f_1,0.94,1.0,1.28,0.88,0.91,0.74,0.57,0.69,0.66,0.65,0.62,0.66,0.59,0.48,0.49,0.57
e_1,1.0,0.78,1.0,1.24,1.0,0.89,0.74,0.72,0.64,0.95,0.75,0.69,0.68,0.64,0.62,0.63
c_1,1.19,1.13,0.81,1.0,1.27,0.85,0.78,0.76,0.53,0.44,0.46,0.65,0.5,0.58,0.57,0.53
b_1,1.2,1.1,0.99,0.79,1.0,1.16,0.86,0.82,0.82,0.72,0.59,0.63,0.54,0.64,0.52,0.65
a_1,1.08,1.34,1.12,1.17,0.85,1.0,1.1,0.77,0.75,0.76,0.92,0.75,0.53,0.77,0.8,0.84
h_1,1.47,1.75,1.31,1.26,1.22,0.87,1.0,1.05,0.94,0.87,0.96,0.79,0.8,0.93,0.85,0.88
g_1,1.93,1.48,1.41,1.28,1.22,1.21,0.93,1.0,0.86,0.89,1.01,1.07,0.88,0.79,1.0,0.82
c_0,1.24,1.62,1.62,1.9,1.25,1.31,1.08,1.13,1.0,1.24,1.36,0.84,1.01,0.88,0.88,0.92
d_0,1.72,1.52,1.08,2.19,1.42,1.25,1.09,1.13,0.8,1.0,0.95,0.91,1.02,0.97,0.85,0.83
b_0,1.48,1.76,1.36,2.14,1.63,1.08,1.02,1.01,0.7,1.1,1.0,0.91,1.19,0.88,0.88,0.87
f_0,1.6,1.56,1.5,1.64,1.61,1.28,1.25,0.91,1.13,1.05,1.02,1.0,0.96,0.99,1.6,0.81
a_0,1.54,1.59,1.56,2.13,1.7,1.76,1.28,1.12,1.01,1.09,0.84,1.0,1.0,1.06,1.02,0.93
h_0,1.62,2.02,1.66,1.74,1.49,1.34,1.09,1.21,1.14,1.05,1.12,1.04,0.96,1.0,0.77,1.01
e_0,1.82,2.05,1.68,1.94,1.84,1.32,1.18,0.94,1.12,1.16,1.12,0.64,0.96,1.33,1.0,0.82
g_0,2.12,1.79,1.64,1.68,1.66,1.22,1.1,1.18,1.14,1.23,1.14,1.19,1.1,1.01,1.18,1.0
