,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.9,1.45,1.34,1.21,1.22,0.73,0.77,0.7,0.58,0.54,0.74,0.53,0.79,0.99,0.59
f_1,1.38,0.42,1.23,1.28,1.29,1.24,0.54,0.8,0.6,0.51,0.57,0.88,0.42,0.53,0.57,0.61
d_1,1.34,1.24,0.4,1.38,1.18,1.29,0.65,0.53,1.29,0.77,0.59,0.54,0.46,0.57,0.57,0.32
c_1,1.24,1.29,1.38,0.39,1.45,1.56,0.73,0.74,0.36,1.12,0.54,0.54,0.49,0.52,0.55,0.45
b_1,1.43,1.36,1.39,0.8,0.37,1.77,0.65,0.67,0.58,0.78,1.39,0.58,0.49,0.52,0.52,0.53
a_1,1.5,1.31,1.23,1.36,0.79,0.29,0.92,0.73,0.76,0.65,0.6,0.73,0.48,1.15,0.69,0.45
h_1,0.97,1.1,1.08,1.06,1.04,0.76,0.24,0.59,0.35,0.37,0.44,0.47,0.6,0.31,0.42,0.39
g_1,1.04,0.85,0.9,0.95,1.0,0.95,0.43,0.24,0.48,0.4,0.51,0.53,0.39,0.46,0.49,0.66
d_0,0.56,1.13,1.54,1.22,1.03,1.0,0.59,0.55,0.27,0.36,0.46,0.45,0.41,0.48,0.38,0.43
c_0,0.91,1.2,0.56,1.8,0.97,0.84,0.54,0.52,0.62,0.27,0.54,0.46,0.41,0.55,0.42,0.44
b_0,0.95,0.96,0.84,1.32,1.42,0.95,0.48,0.41,0.48,0.24,0.25,0.38,0.4,0.47,0.43,0.43
f_0,1.01,2.26,0.96,0.99,0.87,0.66,0.48,0.38,0.42,0.43,0.45,0.24,0.34,0.44,0.43,0.23
h_0,0.84,1.07,0.94,1.05,0.96,0.86,1.0,0.5,0.44,0.41,0.39,0.36,0.63,0.47,0.42,0.44
a_0,0.7,1.13,1.01,0.98,1.47,,0.78,0.52,0.37,0.35,0.27,0.38,0.33,0.22,0.61,0.36
e_0,1.55,1.41,0.79,0.86,1.24,0.79,0.56,0.51,0.44,0.4,0.39,0.21,0.37,0.39,0.21,0.41
g_0,0.9,0.95,1.11,1.07,1.01,0.97,0.41,0.52,0.41,0.39,0.38,0.48,0.25,0.5,0.35,0.52
