,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.88,0.16,0.08,0.07,0.07,0.05,0.08,0.06,0.06,0.08,0.06,0.01,0.07,0.05,0.04,0.06
e_1,0.11,0.88,0.07,0.09,0.06,0.05,0.09,0.08,0.05,0.15,0.06,0.06,0.09,0.04,0.02,0.07
d_1,0.09,0.09,0.88,0.05,0.07,0.05,0.08,0.17,0.06,0.03,0.09,0.07,0.1,0.05,0.05,0.06
c_1,0.07,0.08,0.07,0.88,0.16,0.04,0.08,0.02,0.06,0.07,0.06,0.06,0.09,0.05,0.04,0.08
b_1,0.1,0.07,0.11,0.05,0.87,0.1,0.08,0.07,0.07,0.07,0.02,0.05,0.09,0.04,0.04,0.07
a_1,0.09,0.09,0.09,0.08,0.06,0.87,0.09,0.08,0.05,0.1,0.05,0.08,0.08,0.01,0.04,0.07
h_1,0.23,0.15,0.14,0.14,0.1,0.1,0.52,0.12,0.13,0.1,0.12,0.09,0.05,0.11,0.07,0.12
c_0,0.16,0.14,0.18,0.05,0.11,0.1,0.15,0.37,0.14,0.15,0.26,0.14,0.16,0.12,0.1,0.1
g_1,0.12,0.12,0.27,0.13,0.12,0.07,0.1,0.13,0.52,0.08,0.12,0.16,0.11,0.08,0.06,0.03
d_0,0.17,0.16,0.05,0.28,0.1,0.08,0.15,0.11,0.09,0.36,0.14,0.1,0.12,0.09,0.07,0.08
b_0,0.17,0.16,0.15,0.17,0.05,0.06,0.15,0.16,0.12,0.12,0.39,0.12,0.16,0.23,0.11,0.1
f_0,0.06,0.11,0.19,0.16,0.14,0.08,0.16,0.17,0.12,0.12,0.15,0.37,0.18,0.15,0.21,0.13
h_0,0.24,0.14,0.17,0.15,0.1,0.07,0.06,0.14,0.14,0.15,0.11,0.11,0.05,0.08,0.1,0.13
a_0,0.16,0.16,0.17,0.19,0.11,,0.13,0.15,0.15,0.14,0.13,0.13,0.17,0.34,0.1,0.1
e_0,0.15,0.05,0.15,0.2,0.12,0.09,0.15,0.18,0.13,0.18,0.13,0.14,0.12,0.11,0.37,0.13
g_0,0.11,0.15,0.22,0.15,0.12,0.08,0.15,0.14,0.07,0.17,0.17,0.2,0.12,0.08,0.08,0.04
