,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.84,1.12,0.9,0.87,0.72,0.49,0.61,0.49,0.41,0.37,0.46,0.34,0.31,0.35,0.3
f_1,1.24,1.0,0.97,0.8,0.88,0.66,0.38,0.44,0.42,0.37,0.37,0.34,0.29,0.32,0.25,0.35
c_1,0.88,1.04,1.0,1.08,1.27,0.83,0.51,0.35,0.52,0.41,0.36,0.4,0.37,0.29,0.31,0.35
d_1,1.12,1.26,0.91,1.0,0.89,0.72,0.54,0.49,0.38,0.58,0.46,0.42,0.41,0.4,0.35,0.25
b_1,1.16,1.12,0.81,1.13,1.0,1.34,0.52,0.43,0.5,0.52,0.45,0.46,0.44,0.34,0.33,0.32
a_1,1.37,1.5,1.18,1.39,0.75,1.0,0.75,0.6,0.7,0.62,0.61,0.48,0.51,0.47,0.42,0.42
h_1,2.02,2.58,2.0,1.88,1.85,1.32,1.0,0.84,0.98,0.84,0.76,0.81,0.73,0.72,0.61,0.66
d_0,1.62,2.22,2.96,2.12,2.42,1.59,1.12,1.0,0.94,0.9,0.94,0.88,0.92,0.7,0.84,0.77
g_1,2.05,2.36,1.98,2.58,1.93,1.44,1.01,1.02,1.0,1.02,0.98,1.07,0.72,0.81,0.83,0.61
c_0,2.52,2.64,2.31,1.73,1.8,1.48,1.21,1.12,0.96,1.0,1.34,0.93,1.01,0.9,0.8,0.74
b_0,2.67,2.81,2.81,2.11,2.12,1.58,1.4,1.1,1.01,0.75,1.0,0.99,0.85,1.17,0.75,0.85
f_0,2.1,2.95,2.53,2.28,2.24,2.21,1.22,1.09,0.93,1.08,1.01,1.0,0.92,0.9,1.12,0.62
h_0,3.06,3.4,2.77,2.39,2.22,2.01,1.41,1.11,1.36,0.97,1.15,1.06,1.0,0.84,0.82,0.85
a_0,3.25,3.0,3.36,2.54,2.84,2.02,1.36,1.46,1.27,1.12,0.91,1.07,1.15,1.0,0.97,0.89
e_0,2.92,3.79,3.15,2.78,3.11,2.28,1.55,1.21,1.16,1.25,1.33,0.91,1.25,0.97,1.0,0.9
g_0,3.48,2.86,2.99,3.99,3.2,2.4,1.54,1.29,1.69,1.32,1.22,1.71,1.16,1.2,1.13,1.0
