,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.51,0.68,0.74,0.87,0.67,0.62,0.84,1.36,0.69,0.8,0.87,0.9,0.99,0.63,0.95,0.57
f_1,1.15,1.53,0.74,0.7,0.63,0.46,0.75,0.86,0.75,0.82,0.91,0.51,0.94,0.67,0.87,0.55
d_1,0.79,0.83,1.55,0.63,0.62,0.58,0.87,0.54,0.85,1.39,0.86,0.87,0.91,0.86,0.76,0.68
c_1,0.63,0.79,0.71,1.57,1.17,0.59,0.9,0.81,0.75,0.58,0.74,0.76,0.91,0.73,0.8,0.7
b_1,0.73,0.77,0.8,0.67,1.62,1.11,0.9,0.93,0.74,0.93,0.62,0.92,0.8,0.63,0.77,0.91
a_1,0.85,1.04,0.76,0.86,0.63,1.74,0.85,0.98,0.89,0.81,0.79,0.87,1.07,0.53,1.0,0.73
h_1,0.99,1.3,1.03,0.87,0.8,0.85,1.78,1.17,1.23,1.12,1.17,1.12,1.01,0.82,1.61,1.03
d_0,0.89,1.05,0.76,1.68,1.03,0.72,1.12,1.63,0.97,0.83,1.07,1.08,1.35,1.1,1.18,1.04
g_1,0.95,0.98,1.37,0.96,0.91,0.65,1.01,1.13,1.88,1.15,1.22,1.51,1.18,1.1,0.88,1.06
c_0,1.04,1.15,0.92,0.88,0.71,0.9,1.34,1.16,1.09,1.69,1.98,1.31,1.48,1.19,1.44,1.19
b_0,1.09,1.02,1.12,1.11,0.67,0.82,1.19,1.39,1.03,0.99,1.74,1.38,1.36,1.8,1.37,1.08
f_0,0.9,0.96,1.05,1.1,1.07,0.85,1.26,1.3,1.04,1.09,1.2,1.73,1.3,1.04,1.26,1.78
h_0,1.07,1.34,1.14,1.09,0.97,0.65,0.92,1.18,1.42,1.11,1.3,1.28,1.03,0.94,1.45,1.0
a_0,1.17,1.24,1.11,1.13,1.08,0.49,1.33,1.21,1.21,1.14,1.15,1.34,1.74,1.79,1.26,1.14
g_0,1.04,0.95,1.57,1.18,1.06,0.88,0.99,1.22,0.92,1.01,1.16,1.68,1.23,1.03,1.1,1.41
e_0,0.75,1.24,1.21,1.37,1.06,1.05,1.14,1.15,1.06,1.12,1.29,1.11,1.48,1.0,1.08,1.82
