,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.48,0.16,0.13,0.15,0.18,0.14,0.2,0.18,0.37,0.17,0.21,0.16,0.19,0.18,,0.12
f_1,0.24,1.48,0.18,0.15,0.16,0.1,0.2,0.19,0.18,0.19,,0.19,0.21,0.15,0.15,0.23
d_1,0.18,0.17,1.53,0.14,0.19,0.13,0.21,0.18,,0.35,0.18,0.18,0.25,0.14,0.15,0.16
c_1,0.16,0.19,0.19,1.57,0.25,0.12,0.16,0.18,0.16,,0.21,0.17,0.23,0.23,0.21,0.23
b_1,0.18,0.18,0.12,0.13,1.6,0.2,0.24,0.21,0.21,0.25,0.23,,0.24,0.15,0.15,0.2
a_1,0.17,0.25,0.2,0.22,0.15,1.78,0.2,,0.22,0.25,,0.2,,,,0.27
h_1,0.37,0.45,0.41,0.47,0.34,0.32,1.61,0.61,0.48,0.51,0.35,0.32,,0.27,0.38,0.54
g_1,0.42,0.39,0.53,0.27,0.28,,0.37,1.7,0.42,0.38,0.86,0.52,0.47,0.33,0.46,
d_0,0.4,0.5,,0.74,0.5,0.37,0.58,0.47,1.39,0.63,0.56,0.45,0.63,0.44,0.41,0.49
c_0,0.52,0.45,0.39,,0.41,0.37,0.5,0.61,0.43,1.45,0.59,0.86,0.63,0.5,0.33,0.61
f_0,0.38,,0.44,0.51,0.28,,0.7,0.33,0.62,0.52,1.49,0.7,0.59,0.54,0.92,0.68
b_0,0.54,0.46,0.48,0.47,,0.41,0.57,0.47,0.68,0.45,0.48,1.5,0.62,0.71,0.52,0.52
h_0,0.76,0.78,0.52,0.63,0.48,,,0.72,0.78,0.63,0.72,0.67,,0.48,0.41,0.78
a_0,0.49,0.5,0.65,0.38,0.42,,0.66,0.6,0.56,0.4,0.55,0.49,0.81,1.58,0.59,0.46
e_0,,0.63,0.42,0.32,0.5,,0.76,0.51,0.61,0.7,0.38,0.51,0.73,0.58,1.61,0.65
g_0,0.75,0.56,0.99,0.58,0.5,0.39,0.81,,0.68,0.62,0.6,0.61,0.75,0.79,0.56,
