,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9437.23,7186.22,6160.55,9628.82,19936.04,72934.99,5975456.82,15601250.36,20314366.51,26209552.71,31452546.22,32062704.82,198172529.11,172184323.04,423108719.84,259797258.56
e_1,4982.33,9943.39,5071.46,12264.84,22714.27,79331.25,6287316.35,16643060.23,22898265.56,42739290.5,36139791.96,46938190.66,211715569.52,197877917.22,458072677.51,257315940.08
d_1,4749.47,4494.17,15297.73,8075.13,21141.8,79650.16,6281805.84,17592922.2,43119663.54,17757223.03,43533129.14,55316652.56,216486775.89,197510852.49,532792886.11,368808431.73
c_1,4201.43,4203.61,6909.56,23416.85,41623.31,82203.13,5971727.88,16903793.14,15653508.76,23165399.75,25433055.39,51047373.74,200716395.89,189833142.86,445727134.12,348683081.52
b_1,4290.55,4246.2,7686.08,9033.65,68075.79,169020.22,5959938.98,15823811.64,22643425.66,23327637.72,25029277.3,44819447.59,197235543.16,146451063.83,549854663.63,360635574.86
a_1,4465.96,4623.36,7874.01,8938.15,24440.25,329728.62,5984760.69,16399481.57,25348630.32,21293935.62,37349348.19,49897932.31,232307436.87,131775203.03,609981652.66,424495676.22
h_1,5661.88,4869.16,7861.05,10204.76,25610.95,83648.48,10612378.06,22419302.6,23822327.33,23626420.62,36531858.83,55872767.9,194198082.41,176482949.31,692118819.7,389960537.01
g_1,4555.05,4461.23,9774.51,10444.54,25614.56,89870.86,5904836.0,36213104.88,23836470.52,20155326.57,34481871.69,68405121.23,210734304.67,180596449.7,402808814.05,447070142.28
c_0,5404.39,5096.52,7367.27,9019.73,20621.81,86760.22,7320828.22,19207476.29,39426638.59,24348523.27,65684952.42,64547892.54,254481669.49,258800616.33,626727689.08,470991297.94
d_0,4711.94,4560.95,5516.87,17460.31,29450.62,88173.52,5919726.58,17000161.98,19239817.53,38209661.3,32457141.43,57276565.92,219302681.02,156241112.83,465580373.06,381694647.95
b_0,5618.94,5305.06,6396.05,10450.46,19251.62,67635.37,7417094.53,19746707.07,26527350.51,28704520.76,57511934.3,59644631.36,274746219.13,379031155.78,615750960.98,491766458.49
f_0,4167.74,4023.9,8058.6,11712.86,27320.13,111538.58,7343048.07,19042058.66,28520727.9,27554510.9,39853579.06,90263305.4,219565203.94,210008759.12,518634724.41,835121431.57
h_0,6199.02,4897.17,7443.59,10366.26,20234.54,89567.27,5462739.31,22244487.87,26136594.59,24070109.27,36724950.76,49546743.19,163871611.81,198963380.28,675153904.82,360798498.19
a_0,5250.98,4675.02,7678.39,10911.7,27220.78,74088.66,7433877.74,18754883.83,26452344.13,28268364.98,31237158.62,60017747.66,239792130.51,361584000.0,561616188.99,457646544.5
g_0,4382.53,4424.85,10582.52,10209.78,21888.06,83403.9,6284679.25,16163027.0,30129566.76,24026724.07,39604830.34,79147388.88,242289705.9,204631578.95,482693339.82,409018758.74
e_0,5112.99,4057.45,7887.13,10917.35,24391.38,105375.36,6350501.19,16210425.91,23930972.78,27186566.2,42184289.72,61424607.42,244664618.05,207512023.46,583925123.19,815372031.92
