,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.17,0.61,0.7,0.57,0.69,0.56,0.13,0.2,0.13,0.14,0.13,0.23,0.07,0.13,0.12,0.12
e_1,0.36,0.17,0.73,0.65,0.8,0.72,0.22,0.23,0.17,0.17,0.15,0.19,0.1,0.13,0.28,0.11
d_1,0.73,0.71,0.16,0.74,0.66,0.66,0.17,0.11,0.29,0.11,0.12,0.11,0.08,0.11,0.13,0.06
c_1,0.59,0.61,0.8,0.15,0.66,0.57,0.23,0.19,0.07,0.25,0.14,0.12,0.09,0.13,0.13,0.09
b_1,0.73,0.65,0.68,0.34,0.13,0.86,0.21,0.22,0.15,0.18,0.45,0.16,0.13,0.15,0.15,0.12
a_1,0.85,0.74,0.64,0.86,0.28,0.09,0.2,0.21,0.14,0.17,0.22,0.13,0.13,0.32,0.15,0.1
h_1,0.53,0.46,0.52,0.62,0.44,0.43,0.06,0.17,0.12,0.11,0.11,0.1,0.13,0.1,0.12,0.09
g_1,0.62,0.55,0.45,0.63,0.58,0.52,0.1,0.05,0.11,0.09,0.1,0.12,0.06,0.1,0.1,0.1
d_0,0.61,0.3,0.9,0.58,0.5,0.55,0.15,0.2,0.06,0.12,0.12,0.1,0.08,0.12,0.11,0.08
c_0,0.59,0.49,0.27,1.13,0.61,0.51,0.17,0.15,0.15,0.06,0.12,0.11,0.08,0.12,0.09,0.08
b_0,0.56,0.5,0.44,0.91,0.82,0.52,0.14,0.13,0.11,0.05,0.05,0.09,0.07,0.11,0.09,0.08
f_0,1.05,0.47,0.45,0.6,0.5,0.48,0.15,0.1,0.13,0.1,0.1,0.05,0.08,0.1,0.1,0.04
h_0,0.55,0.46,0.45,0.54,0.66,0.52,0.21,0.14,0.12,0.08,0.1,0.1,0.12,0.09,0.08,0.08
a_0,0.54,0.53,0.45,0.56,0.8,0.74,0.17,0.15,0.11,0.09,0.05,0.1,0.07,0.04,0.11,0.07
e_0,0.72,0.75,0.42,0.62,0.6,0.44,0.14,0.14,0.09,0.11,0.1,0.05,0.08,0.08,0.04,0.06
g_0,0.63,0.47,0.45,0.55,0.53,0.59,0.11,0.19,0.1,0.09,0.11,0.09,0.06,0.09,0.09,0.12
