,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.04,1.61,1.33,1.51,1.57,1.15,0.45,0.47,0.42,0.54,0.39,0.46,0.27,0.38,0.32,0.35
e_1,1.1,1.04,1.51,1.65,1.61,1.35,0.59,0.56,0.44,0.54,0.43,0.48,0.36,0.41,0.53,0.36
d_1,1.81,1.85,1.04,1.64,1.48,1.27,0.54,0.57,0.55,0.36,0.46,0.42,0.34,0.36,0.4,0.24
c_1,1.67,1.38,1.83,1.05,1.83,1.42,0.61,0.33,0.61,0.57,0.44,0.46,0.36,0.37,0.41,0.34
b_1,1.74,1.74,1.92,1.16,1.05,1.77,0.72,0.5,0.61,0.65,0.68,0.45,0.4,0.4,0.39,0.39
a_1,2.83,2.48,2.3,2.17,1.36,1.06,1.0,0.85,0.71,0.9,0.89,0.7,0.56,0.82,0.58,0.54
h_1,5.34,4.32,4.79,4.43,3.8,3.5,1.24,1.38,1.29,1.64,1.3,1.15,1.07,1.11,1.14,0.97
d_0,4.6,3.64,6.46,6.3,5.01,3.9,1.96,1.34,1.51,1.84,1.46,1.58,1.14,1.19,1.5,1.12
c_0,5.51,5.97,3.58,5.79,4.84,4.07,1.93,2.45,1.32,1.79,1.83,1.35,1.13,1.28,1.2,1.02
g_1,6.15,5.6,6.38,5.5,5.21,4.41,1.68,1.7,1.67,1.3,1.48,1.68,1.13,1.32,1.55,1.13
b_0,6.5,6.06,5.0,8.06,6.19,4.19,2.25,2.06,1.19,2.16,1.33,1.5,1.28,1.57,1.4,1.27
f_0,8.66,6.3,6.07,6.78,6.72,4.77,2.47,2.16,2.03,1.69,1.78,1.35,1.4,1.41,1.72,0.93
h_0,7.89,7.49,6.62,8.2,6.8,5.35,3.19,2.56,2.13,2.51,2.17,2.02,1.92,1.72,1.54,1.57
a_0,7.81,7.47,7.92,9.28,9.59,7.79,3.21,2.78,2.29,2.75,1.56,2.34,1.95,1.46,2.01,1.67
e_0,12.46,8.56,7.09,7.93,8.89,6.56,3.0,2.7,2.33,2.22,2.37,1.46,1.99,2.32,1.46,1.64
g_0,9.32,8.68,9.07,8.97,8.25,6.55,2.68,2.87,2.62,3.29,2.42,2.66,1.66,2.16,2.46,1.9
