,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,101.07,63.63,36.01,49.97,67.99,186.02,5280.94,8783.35,10719.77,13800.01,17581.35,12337.91,64384.72,69839.46,93369.1,61904.47
e_1,26.87,116.49,36.17,58.51,63.34,211.29,5640.27,7286.78,11763.13,25004.76,16534.59,25363.36,64848.41,61272.5,110841.6,54946.94
d_1,37.35,33.8,117.14,43.59,61.89,168.26,5260.1,9922.45,17997.07,7783.9,21168.16,21026.82,59466.4,64276.32,87049.42,79140.22
c_1,29.52,29.75,38.37,158.06,88.58,145.82,4562.92,5817.57,3755.79,10962.16,13457.98,21983.91,36722.8,43799.5,91493.1,68692.34
b_1,23.34,31.35,31.25,40.59,188.19,246.55,5298.36,6160.76,9615.6,10460.67,8014.38,18221.89,55103.32,42749.25,70446.03,69574.91
a_1,20.34,19.69,21.43,30.29,30.92,477.34,3202.78,4604.87,5319.37,7391.96,12514.41,14931.04,41415.87,20146.01,53185.97,54358.44
h_1,12.18,9.54,12.8,16.18,15.71,59.1,3372.8,3205.28,3572.64,4752.34,6004.11,5655.97,11746.13,17598.41,36978.62,25784.12
g_1,6.95,9.13,12.37,16.36,15.28,47.13,1241.86,4974.94,3168.78,3299.29,4892.47,8696.76,13256.4,14953.1,18326.7,19733.12
c_0,8.5,8.69,8.2,11.11,16.21,64.61,1389.84,2241.68,4739.69,4196.74,8232.32,7310.37,14393.63,20115.41,25865.5,20208.89
d_0,7.72,6.79,4.6,21.3,15.98,48.24,1169.41,2396.93,2076.41,5490.0,4023.34,5554.15,13372.43,13592.79,21424.96,20400.22
b_0,7.36,7.42,7.39,13.83,8.39,41.7,1195.24,2294.7,2134.12,3365.6,7044.44,5533.49,11832.33,23571.1,22489.54,23802.99
f_0,2.99,6.48,7.76,11.5,14.38,49.02,1445.47,1412.54,2141.2,3289.91,4218.81,8286.9,11992.4,13611.1,17067.94,31911.08
h_0,5.84,4.9,5.87,8.53,9.57,29.1,525.35,1940.48,1819.53,2248.85,2943.95,4125.96,5762.84,12385.64,18514.46,10709.89
a_0,4.12,5.32,6.25,7.89,10.53,15.22,902.25,1704.28,1491.75,1930.92,2560.54,3904.46,8515.56,19394.32,13389.68,9996.55
g_0,3.77,4.16,6.52,7.08,8.0,32.16,724.87,867.96,1366.8,1936.84,2332.13,4142.51,7006.12,8738.15,7314.35,16774.82
e_0,4.68,2.11,5.21,8.97,7.99,24.92,842.98,1228.27,1450.61,2099.14,2403.43,2943.6,9833.44,10687.45,7698.98,23530.39
