,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.9,1.24,0.98,0.94,0.73,0.58,0.67,0.57,0.69,0.62,0.61,0.51,0.58,0.47,0.57
d_1,1.11,1.0,1.01,0.93,0.89,0.84,0.7,0.57,0.82,0.64,0.66,0.61,0.53,0.62,0.61,0.42
e_1,0.81,0.99,1.0,1.14,0.99,0.89,0.72,0.78,0.66,0.94,0.67,0.76,0.67,0.59,0.63,0.63
c_1,1.02,1.04,0.86,1.0,1.38,0.82,0.67,0.67,0.56,0.5,0.53,0.59,0.66,0.55,0.58,0.6
b_1,1.06,1.14,1.03,0.72,1.0,1.28,0.8,0.67,0.75,0.67,0.68,0.68,0.66,0.58,0.65,0.69
a_1,1.36,1.19,1.15,1.22,0.79,1.0,0.89,0.84,0.86,0.74,0.88,0.79,0.81,0.68,0.69,0.7
h_1,1.77,1.45,1.36,1.48,1.24,1.06,1.0,1.15,0.95,0.87,0.96,0.87,0.99,0.94,0.81,0.99
g_1,1.49,1.79,1.27,1.49,1.45,1.19,0.89,1.0,0.95,0.86,0.95,1.15,0.71,0.85,0.89,0.91
c_0,1.74,1.29,1.49,1.92,1.32,1.13,1.08,1.08,1.0,1.14,1.24,0.97,0.95,1.04,0.84,0.86
d_0,1.37,1.63,1.06,2.07,1.45,1.26,1.14,1.11,0.85,1.0,1.07,0.96,0.9,0.92,0.85,0.92
b_0,1.62,1.52,1.51,1.98,1.37,1.1,1.07,1.04,0.8,0.96,1.0,0.95,0.99,1.35,0.83,0.83
f_0,1.62,1.66,1.34,1.73,1.42,1.25,1.14,0.84,1.04,1.12,1.06,1.0,1.01,0.97,1.39,0.73
h_0,1.99,1.81,1.59,1.49,1.49,1.29,1.02,1.39,1.04,1.03,1.01,0.97,1.0,0.9,0.93,1.05
a_0,1.69,1.57,1.7,1.82,1.7,1.47,1.05,1.16,0.96,1.08,0.8,1.02,1.08,1.0,0.98,0.97
e_0,2.09,1.56,1.72,1.72,1.61,1.42,1.26,1.1,1.2,1.1,1.17,0.72,1.09,1.04,1.0,0.9
g_0,1.74,2.36,1.65,1.72,1.41,1.38,0.99,1.15,1.11,1.05,1.15,1.33,0.96,1.07,1.14,1.0
