,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,5.88,3.69,2.12,2.12,2.04,1.77,7.34,10.13,7.86,10.1,10.46,6.26,16.26,11.69,15.25,7.77
e_1,2.28,6.05,1.94,2.67,2.34,2.14,7.99,18.11,8.26,9.94,11.42,11.6,17.73,11.33,17.96,8.1
d_1,2.58,2.21,6.45,1.82,2.11,2.05,8.16,6.95,9.21,19.03,12.6,10.86,16.96,12.95,16.33,13.38
c_1,2.08,1.92,2.24,6.71,4.0,2.13,7.26,8.61,7.5,5.89,7.38,11.8,15.21,11.59,15.35,11.15
b_1,2.28,2.02,2.08,2.25,7.42,4.96,8.91,10.41,7.45,9.01,6.95,10.51,13.39,7.78,15.52,12.5
a_1,2.3,2.28,2.34,2.46,1.97,11.31,11.05,10.04,9.32,9.37,11.4,9.1,17.77,9.9,13.52,11.75
h_1,3.17,2.35,2.86,2.6,2.28,1.96,17.49,8.28,11.68,9.49,11.55,10.25,12.62,10.6,22.1,12.94
d_0,2.33,2.06,1.42,4.72,2.84,2.67,9.48,18.18,7.27,7.26,11.06,12.17,14.85,9.52,20.14,14.28
g_1,2.39,2.19,3.79,2.06,2.24,2.12,8.04,9.02,22.22,12.5,12.77,18.81,20.47,13.5,12.64,13.07
c_0,2.68,2.61,2.7,2.06,1.79,2.59,8.45,10.66,9.2,19.04,24.24,13.19,19.83,17.16,18.16,14.16
b_0,2.68,2.53,3.07,2.62,1.68,1.86,9.32,10.99,8.58,12.46,21.12,11.99,20.05,26.6,18.25,14.94
f_0,1.98,1.78,3.0,2.86,2.77,2.26,9.32,11.9,9.99,11.82,15.0,22.06,21.25,15.82,18.59,29.57
h_0,3.29,2.47,2.91,2.3,2.23,2.2,6.63,9.57,12.67,11.06,12.17,10.68,12.23,13.42,20.58,12.44
a_0,2.38,2.53,3.08,2.85,2.33,1.93,10.13,10.7,9.87,10.25,12.79,11.6,15.98,25.07,21.81,12.66
g_0,2.14,2.03,3.69,2.93,2.42,2.26,9.5,9.96,6.82,11.08,13.11,17.93,16.57,13.78,14.62,14.25
e_0,2.57,1.4,2.67,3.08,2.76,2.65,9.01,11.62,9.66,11.68,13.67,13.35,22.71,12.66,20.29,30.12
