,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.96,0.6,0.54,0.7,0.57,0.39,0.44,0.38,0.58,0.36,0.38,0.35,0.35,0.27,0.25,0.31
f_1,0.92,0.96,0.57,0.56,0.49,0.37,0.4,0.36,0.4,0.32,0.3,0.35,0.33,0.25,0.2,0.27
d_1,0.68,0.75,0.96,0.51,0.56,0.44,0.47,0.35,0.34,0.58,0.36,0.42,0.38,0.3,0.3,0.28
c_1,0.6,0.7,0.65,0.96,0.81,0.44,0.48,0.36,0.35,0.32,0.33,0.27,0.37,0.26,0.25,0.3
b_1,0.66,0.71,0.57,0.58,0.95,0.69,0.45,0.4,0.4,0.4,0.39,0.36,0.4,0.25,0.29,0.3
a_1,0.76,0.82,0.69,0.69,0.56,0.94,0.53,0.44,0.54,0.44,0.45,0.49,0.5,0.36,0.3,0.36
h_1,0.95,1.12,0.93,0.75,0.77,0.58,0.82,0.66,0.52,0.53,0.52,0.51,0.46,0.4,0.42,0.49
g_1,0.93,0.97,1.21,0.98,0.78,0.6,0.58,0.8,0.52,0.6,0.72,0.54,0.52,0.44,0.49,0.44
d_0,0.91,1.0,0.85,1.42,0.91,0.57,0.65,0.61,0.76,0.45,0.55,0.54,0.53,0.41,0.44,0.52
c_0,1.11,1.19,0.84,0.88,0.72,0.76,0.76,0.62,0.7,0.73,0.6,0.96,0.59,0.57,0.54,0.55
f_0,0.95,1.04,1.04,1.02,0.85,0.65,0.72,0.63,0.65,0.6,0.75,0.64,0.6,0.44,0.78,0.45
b_0,1.12,1.17,0.97,1.09,0.76,0.57,0.72,0.64,0.64,0.5,0.66,0.73,0.61,0.76,0.49,0.58
h_0,1.15,1.41,1.05,1.04,0.93,0.64,0.72,0.76,0.61,0.62,0.63,0.59,0.57,0.42,0.49,0.62
a_0,1.23,1.34,1.1,1.02,1.09,0.55,0.86,0.65,0.69,0.62,0.74,0.56,0.76,0.68,0.52,0.64
e_0,1.1,1.31,1.14,1.15,1.02,0.79,0.79,0.7,0.63,0.66,0.57,0.64,0.66,0.5,0.69,0.58
g_0,1.14,1.17,1.43,1.09,0.98,0.79,0.85,0.68,0.65,0.7,0.87,0.61,0.65,0.45,0.59,0.51
