,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.06,1.52,2.17,2.44,2.24,2.07,1.0,0.82,0.86,0.63,0.67,0.71,0.61,0.61,0.85,0.48
f_1,2.49,1.06,1.89,2.38,2.05,1.71,0.61,0.92,0.65,0.61,0.59,0.95,0.36,0.52,0.62,0.46
d_1,2.59,2.71,1.06,2.15,2.27,1.96,0.84,0.62,1.07,0.75,0.7,0.58,0.57,0.59,0.53,0.37
c_1,2.18,2.41,3.22,1.06,2.59,2.27,0.81,0.94,0.47,0.94,0.64,0.59,0.59,0.55,0.53,0.65
b_1,2.72,2.97,2.78,1.6,1.07,2.78,1.11,1.13,0.89,0.96,1.07,0.73,0.65,0.72,0.73,0.5
a_1,3.5,4.58,3.47,3.5,2.1,1.07,1.6,1.17,1.18,1.19,1.35,1.06,0.78,2.47,0.98,0.83
h_1,5.73,8.11,5.23,6.77,5.47,4.55,1.34,2.59,1.74,1.59,1.71,1.52,1.72,1.35,1.15,1.4
g_1,7.64,7.23,6.9,7.13,6.28,5.48,2.12,1.33,2.29,1.98,1.95,2.02,1.29,1.84,1.34,1.72
d_0,4.22,7.51,9.61,8.59,7.03,5.71,2.95,2.85,1.5,1.92,2.1,1.93,1.56,1.69,2.09,1.76
c_0,8.84,8.59,4.7,11.6,6.62,5.53,3.02,2.63,2.75,1.54,2.69,2.42,1.64,1.78,2.05,1.75
b_0,7.46,8.3,7.13,11.29,14.23,5.98,3.09,2.64,2.58,1.36,1.52,1.84,2.26,2.56,2.22,2.01
f_0,8.2,12.0,8.81,10.3,9.04,6.01,3.98,2.23,2.27,2.11,2.46,1.56,2.05,2.6,2.63,1.51
h_0,8.87,10.86,9.31,9.91,9.07,8.49,4.43,3.82,3.06,3.16,2.44,2.55,2.89,2.23,2.32,2.29
a_0,10.56,11.49,10.62,12.85,10.99,10.91,4.98,4.23,3.72,3.27,1.79,2.97,2.64,1.6,2.69,2.42
e_0,15.14,12.98,12.17,10.51,11.6,8.04,5.11,4.74,3.24,3.26,3.08,1.79,3.03,3.44,1.62,2.54
g_0,12.05,12.43,13.24,11.06,12.57,10.2,3.38,5.45,3.37,3.45,3.22,3.38,2.25,2.95,2.96,3.12
