,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,13306.45,3260.56,3055.28,4067.71,6057.18,22295.41,3467762.8,5619541.93,23495247.19,16343753.63,19122970.15,25685828.34,93216958.93,46557067.76,180793490.24,128873515.93
f_1,5393.01,15220.93,3393.83,2924.68,5091.18,17924.74,3974173.27,5150691.85,10265869.83,14231139.53,6714760.03,24092362.31,96891584.87,75208808.22,134653329.5,125119612.0
d_1,2650.39,3948.7,17338.08,2663.45,4906.24,23480.49,3978412.34,6499000.0,6186023.42,27740494.77,17820961.17,30664436.41,84536771.14,100818036.58,227714575.18,146253825.06
c_1,2077.18,3151.25,3053.83,17473.58,9341.74,28198.67,3408273.75,5831952.71,13703973.81,3850500.37,18338456.75,16436064.59,91006917.99,96584717.24,159919137.01,121121398.8
b_1,2643.47,3289.55,3835.75,3508.46,29854.18,48127.45,3009325.42,6055039.82,12673139.41,12569514.03,12678853.86,7854528.01,102811097.88,87389196.75,139648006.62,89748137.24
a_1,2635.66,3214.43,3694.39,3503.99,5251.7,209342.67,4254835.62,7080502.47,12145906.82,15641827.32,21148488.08,23873756.51,79390181.28,83719895.72,194421484.39,78594019.8
h_1,3492.4,4922.43,4669.02,4419.89,5735.29,30185.08,12676278.44,9289004.14,12987702.35,18824852.63,18111753.08,27569493.24,59003277.76,91954934.96,298029905.01,143053617.6
g_1,2750.39,2581.28,6795.13,5156.44,6294.26,24794.41,4565008.03,25573902.85,12808410.83,16863060.9,34536468.31,31642259.28,119315610.93,123780527.63,125542215.19,143893820.15
d_0,3243.46,3812.7,1564.29,9285.03,6348.98,32434.91,4485545.42,8715351.37,32246041.59,14189973.17,22900734.71,21286703.52,113690107.23,98383221.3,189911800.67,147490292.73
c_0,3777.0,3921.74,5274.63,2821.52,5195.45,25005.3,5251251.07,9103887.05,15495954.33,38038326.09,27301386.83,58716536.28,127978164.56,124402197.98,221854273.61,210089318.11
f_0,2715.1,2135.64,5077.25,5391.12,6522.7,33867.57,4418957.36,7779120.37,16714094.31,18359441.73,50732961.94,28857273.81,96852446.84,283323333.09,225140156.99,168436487.13
b_0,3677.01,3760.94,4657.14,4771.07,3401.12,33659.45,4607216.03,8417935.36,15063589.01,19329322.09,24647147.49,67774620.98,134885180.99,124092569.38,269292259.27,351394199.35
h_0,3593.92,5553.57,4290.95,4606.19,5955.22,26381.03,2442318.61,11565571.33,14962844.84,15675521.4,21639564.5,25191493.36,74608213.51,107661837.72,297672662.1,161579577.99
e_0,1784.12,4031.19,4572.62,5577.41,5943.53,37689.68,5496373.88,9042646.22,18278491.3,20131095.95,19056236.65,24789092.24,129056511.08,391087884.94,188658877.69,167795086.11
g_0,2778.07,3551.86,6929.73,4553.25,5793.35,33687.22,4726313.81,6359959.45,13098790.12,17422057.39,35969798.21,29645238.04,97205610.46,121628135.79,155688832.48,136331189.86
a_0,3201.55,4511.48,5279.03,5055.07,4122.8,19870.9,5315820.35,10459226.39,13781062.15,18754900.14,20747906.55,34681917.45,135207088.95,144833503.8,212891050.2,474883334.02
