,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.3,0.99,0.99,0.72,0.72,0.59,1.67,3.01,1.44,1.55,1.63,1.71,2.14,1.34,1.03,1.87
f_1,1.46,2.31,0.8,0.7,0.76,0.57,1.4,1.75,1.24,1.41,1.52,0.86,2.03,1.36,0.93,1.89
c_1,0.72,0.8,2.49,0.71,1.49,0.77,1.4,1.74,1.6,0.94,1.11,1.53,1.88,1.11,1.31,1.75
d_1,0.8,0.98,0.61,2.55,0.69,0.61,1.59,1.08,1.44,3.17,1.96,1.69,2.35,1.82,1.54,1.77
b_1,0.82,0.83,0.88,0.82,2.61,1.31,1.23,1.49,1.32,1.29,0.91,1.64,2.28,0.92,1.24,1.81
a_1,0.84,0.93,0.87,0.94,0.63,3.01,1.59,1.65,1.46,1.73,1.89,1.58,2.15,1.17,1.32,1.87
h_1,0.99,1.36,0.84,0.86,0.72,0.58,3.35,1.67,1.66,1.8,1.84,1.7,1.65,1.78,1.44,2.35
d_0,0.81,0.93,1.68,0.57,1.07,0.65,1.62,2.97,1.37,1.3,1.67,1.8,2.43,1.37,1.68,2.1
g_1,0.78,0.91,0.86,1.38,0.79,0.56,1.52,1.87,3.44,2.02,2.17,2.61,2.31,1.69,1.85,1.3
c_0,1.07,1.03,0.65,1.05,0.57,0.62,1.97,1.7,1.57,3.14,3.9,1.99,2.8,2.26,1.83,2.34
b_0,1.02,1.01,0.9,0.93,0.52,0.64,2.18,1.86,1.6,1.78,3.3,2.13,2.35,3.43,1.7,2.41
f_0,0.71,0.74,0.99,0.98,0.86,0.97,1.67,1.98,1.73,2.12,2.23,3.36,2.5,2.13,3.49,2.33
h_0,1.08,1.31,0.93,0.87,0.79,0.67,1.22,1.52,1.94,1.44,1.9,1.74,1.84,1.57,1.59,2.55
a_0,1.02,0.95,1.05,0.94,0.69,0.53,1.76,2.11,1.52,1.85,2.09,1.8,2.8,3.41,1.91,1.98
e_0,0.65,1.0,1.02,0.97,0.93,0.71,1.69,1.75,1.42,2.03,2.24,2.03,2.84,1.79,3.67,2.44
g_0,0.96,0.74,0.77,1.48,0.99,0.69,1.75,1.54,1.31,1.8,1.73,2.96,2.77,1.66,1.89,1.68
