,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.24,0.21,0.19,0.25,0.24,0.15,0.41,0.43,0.42,0.77,0.43,0.45,0.57,0.4,0.07,0.54
f_1,0.41,2.27,0.19,0.21,0.24,0.15,0.4,0.31,0.43,0.49,0.39,0.08,0.59,0.33,0.27,0.39
d_1,0.15,0.26,2.38,0.16,0.16,0.23,0.4,0.43,0.95,0.12,0.49,0.44,0.68,0.46,0.38,0.68
c_1,0.17,0.22,0.2,2.46,0.39,0.17,0.43,0.45,0.09,0.51,0.42,0.41,0.59,0.3,0.48,0.47
b_1,0.25,0.24,0.2,0.2,2.55,0.3,0.35,0.3,0.58,0.55,0.12,0.41,0.5,0.31,0.43,0.41
a_1,0.24,0.21,0.25,0.21,0.15,3.02,0.54,0.33,0.48,0.48,0.59,0.45,0.66,0.12,0.42,0.41
h_1,0.46,0.51,0.31,0.41,0.28,0.27,2.82,0.84,0.85,0.65,0.68,0.85,0.4,0.73,0.5,1.24
g_1,0.41,0.28,0.71,0.3,0.27,0.27,0.61,3.02,0.7,0.68,0.79,1.51,0.89,0.41,0.59,0.34
c_0,0.43,0.53,0.49,0.16,0.27,0.27,0.78,0.6,2.24,0.73,1.41,1.04,1.06,0.8,0.76,0.95
d_0,0.4,0.52,0.13,0.76,0.29,0.26,0.69,0.64,0.56,2.14,0.76,0.84,1.21,0.55,0.69,0.79
b_0,0.47,0.41,0.51,0.34,0.14,0.22,0.74,0.69,0.87,1.0,2.51,0.85,0.97,1.47,0.46,1.05
f_0,0.42,0.22,0.48,0.45,0.32,0.28,0.68,0.57,0.98,0.94,0.84,2.59,1.12,0.79,1.39,1.04
h_0,0.39,0.65,0.46,0.37,0.23,0.23,0.25,0.8,0.62,0.78,0.91,0.75,0.5,0.98,0.85,1.2
a_0,0.49,0.39,0.47,0.41,0.34,,0.74,0.68,0.98,0.89,0.77,0.77,1.11,2.86,0.59,1.22
e_0,0.14,0.59,0.5,0.49,0.36,0.25,0.83,0.58,0.89,1.02,0.74,0.62,1.42,0.51,2.86,0.97
g_0,0.38,0.35,0.65,0.38,0.35,0.22,0.55,0.36,0.83,0.63,1.02,1.11,1.13,0.73,0.83,0.41
