,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,0.44,1.85,1.76,2.07,1.98,1.62,0.4,0.55,0.5,0.38,0.87,0.43,0.2,0.36,0.35,0.39
e_1,1.13,0.44,2.14,2.17,1.96,2.28,0.69,0.64,0.44,0.42,0.55,0.54,0.31,0.5,1.12,0.31
d_1,2.15,2.31,0.43,2.01,2.03,1.8,0.55,0.41,1.26,0.35,0.31,0.34,0.28,0.33,0.43,0.18
c_1,2.26,1.99,2.48,0.4,2.13,2.39,0.6,0.64,0.23,0.88,0.39,0.39,0.32,0.45,0.39,0.31
b_1,2.85,1.93,2.74,1.23,0.38,2.33,0.76,0.77,0.45,0.6,0.47,1.41,0.44,0.46,0.49,0.34
a_1,3.0,3.6,2.91,3.75,1.34,0.32,0.69,0.72,0.57,0.79,0.71,0.78,0.45,1.65,0.54,0.42
h_1,3.22,3.82,3.33,3.52,2.73,2.75,0.33,0.94,0.76,0.68,0.63,0.71,0.85,0.69,0.49,0.5
g_1,3.77,3.51,3.32,3.84,3.8,3.1,0.8,0.32,0.74,0.86,0.81,0.69,0.34,0.88,0.83,0.7
d_0,4.18,2.03,7.94,4.2,3.08,5.45,1.1,1.24,0.38,0.91,0.87,0.73,0.56,0.81,0.55,0.71
c_0,4.38,3.65,1.98,11.58,4.94,3.98,1.42,1.2,1.23,0.38,0.71,0.81,0.59,0.84,0.84,0.48
f_0,7.57,3.24,3.5,3.89,4.45,4.13,1.38,0.81,0.69,0.8,0.36,0.73,0.66,0.91,0.75,0.38
b_0,3.63,3.7,3.26,6.11,10.54,4.22,1.21,1.13,0.91,0.39,1.08,0.34,0.57,1.01,0.66,0.55
h_0,5.11,4.12,3.89,5.15,4.62,3.95,2.62,1.64,1.08,0.87,0.96,0.83,1.16,0.83,0.76,0.74
a_0,4.27,4.67,4.46,5.07,7.76,10.8,1.54,1.1,0.93,0.73,1.14,0.49,0.66,0.33,0.93,0.65
e_0,6.03,8.75,3.97,4.42,4.99,4.54,1.4,1.19,1.37,0.79,0.48,1.03,0.91,0.85,0.32,0.56
g_0,6.15,5.02,4.83,6.15,5.94,5.17,1.21,2.81,1.18,1.01,0.87,0.95,0.55,0.92,1.16,1.22
