,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,10029.62,1999.29,1640.96,1934.03,2605.62,12001.05,1584274.78,4705858.97,4234130.9,6152901.57,7070234.08,2553533.53,62995492.83,55847149.12,107162662.55,64605985.6
e_1,1212.12,11589.62,1311.2,1890.88,2627.71,16787.58,1403963.81,10338685.19,4119032.3,5947493.46,10265717.53,12350519.69,57223182.27,38329216.3,125163974.09,33255459.34
d_1,1378.1,1171.77,15522.51,1206.67,2747.73,14780.49,1714416.98,743479.72,3938220.58,13619765.02,9997926.32,10872147.78,49963646.19,70689367.49,101105608.64,80931670.94
c_1,1031.84,1148.1,1468.49,19690.15,5574.3,14153.4,1454424.05,4019537.79,4378779.56,1101898.53,6831719.58,15438418.01,45531943.95,60005944.68,94040258.09,88203513.02
b_1,1007.15,1141.73,1288.08,2148.16,34352.3,35171.42,1544727.91,5978623.23,3927223.97,5710223.06,1664498.22,10173501.08,40683223.49,37323052.29,111310979.34,72525160.97
a_1,1152.83,1142.66,1558.86,1712.12,2072.73,294687.13,2341978.79,5806803.97,4588283.76,5640268.03,11686357.55,10338402.32,68726024.47,14048099.51,95547921.06,80327016.58
h_1,2601.12,2069.94,2971.14,3623.4,4032.09,14058.27,11262674.94,6925921.55,9993505.84,9433523.06,12643940.69,17179005.51,35210498.98,72817720.48,223398930.61,158585993.44
d_0,1596.05,1805.52,827.98,7185.17,4763.8,28724.57,3509209.07,23866429.96,5981196.93,8941393.63,16432295.23,21850850.19,76440341.96,66013038.82,215251528.99,231637244.82
g_1,1566.96,2120.87,4770.03,2516.53,5134.03,13688.46,2434579.38,6565047.1,37280992.97,12416515.1,14757808.63,35995007.22,97512305.79,87369087.7,57995079.07,162843762.05
c_0,2090.01,2160.19,2619.71,1524.8,4317.0,33905.25,2632745.32,7429850.61,8115835.25,32523258.91,30459078.33,25021442.49,108272284.36,109271753.01,226617330.49,179296235.04
b_0,2122.84,2317.16,3146.06,3232.26,1838.66,23463.84,3009844.97,7423863.63,6591358.04,12029841.62,44844426.34,21595088.17,97407591.46,212570761.09,184621012.97,203210983.89
f_0,533.86,1654.48,3682.15,3814.37,5204.14,29674.99,3159655.63,9753325.49,8968656.46,12948321.15,21605811.58,69399570.14,100812182.83,126161055.62,172221265.23,414017377.0
h_0,2344.3,2025.01,3348.28,2772.04,4847.4,23382.93,1269615.32,7771285.82,8498496.02,9205347.4,17328694.23,20203033.23,30223790.38,90504783.32,210267872.9,154982339.05
a_0,1704.6,2544.59,2672.04,3650.11,4893.51,10996.3,3250672.74,7845218.05,7382589.9,11510445.08,16345995.4,23132591.75,95591746.55,387932242.7,240339967.34,153055531.59
g_0,1758.99,1760.25,4062.12,3983.89,4063.81,27004.18,2724304.85,7259618.86,,9229975.83,16748470.4,28929955.88,89428435.46,74519609.57,68202669.2,154677555.69
e_0,1608.22,768.14,2637.42,4872.37,6840.15,23775.02,2815668.74,9042175.36,8108765.71,10864450.71,25588927.6,28812888.99,129838714.98,80519594.77,260270598.77,722589405.59
