,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,108.57,57.48,57.49,103.45,90.77,263.11,9722.76,14894.3,34461.83,26097.01,39799.59,40764.59,99340.24,111992.63,98456.02,205421.86
f_1,82.13,114.17,68.36,81.92,67.46,237.92,6735.45,12484.82,17279.74,26656.28,20938.44,36442.04,82604.08,104437.08,105321.68,168141.22
d_1,52.55,56.53,139.34,66.95,78.07,245.33,7272.51,12143.24,11005.62,39260.85,32350.66,38139.1,90331.15,111314.33,116218.64,153508.36
c_1,38.93,47.6,69.43,152.65,124.43,219.88,7358.57,10054.02,15668.52,13395.86,31147.73,26467.49,80177.42,96369.91,115629.75,192382.8
b_1,43.15,49.67,68.67,53.36,159.56,398.09,6406.85,12081.01,17554.49,24495.15,36889.55,21989.03,81846.71,79450.04,129522.15,186716.72
a_1,30.97,36.48,48.14,48.1,40.83,419.65,5280.63,9098.0,11689.98,16901.17,22204.98,25692.94,58841.67,41975.18,101479.46,116537.22
h_1,12.28,19.52,20.23,21.35,21.03,65.7,3271.6,4347.0,5355.3,6472.94,8412.65,10523.99,18019.6,26516.5,35515.53,70925.3
g_1,10.56,11.21,21.15,19.88,19.75,52.81,1707.77,5096.88,3725.43,5952.41,11090.5,7236.8,16092.17,22716.7,28466.88,33855.27
d_0,9.41,12.56,12.83,27.44,15.26,55.11,1606.81,2914.57,5613.99,4362.08,7688.62,7157.3,17675.78,22474.41,27153.21,41971.96
c_0,11.24,11.25,12.6,12.2,13.72,50.07,1670.89,2386.95,3843.51,6751.2,6982.44,11814.19,16768.58,25346.38,21827.41,37959.03
f_0,6.73,8.57,12.66,15.24,16.03,50.28,1549.83,2245.72,3437.86,3491.87,9238.39,5802.6,16600.75,18038.86,43535.21,36659.0
b_0,8.44,10.09,11.32,16.58,12.76,31.86,1170.96,2570.75,3711.36,4052.24,6676.63,9371.85,16261.27,34820.42,23499.33,33157.64
h_0,6.55,9.11,10.09,10.78,10.81,32.71,844.76,2460.34,2830.24,3370.63,4861.96,4975.83,9329.45,16329.52,16235.23,32927.99
a_0,6.55,6.62,7.92,10.4,11.69,15.87,1070.95,1936.93,2195.39,2856.11,4975.92,3453.34,9808.89,21642.92,16620.88,29657.14
e_0,4.57,7.28,9.76,8.69,8.54,28.98,1001.42,1573.18,2129.44,3377.16,3158.7,4233.65,11763.87,11701.46,24280.52,21942.64
g_0,4.21,5.74,11.44,7.93,7.89,28.98,683.78,1261.38,1672.7,2654.71,5259.61,3901.68,8272.98,9005.36,17384.64,17599.46
