,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,1.25,0.91,1.1,0.99,1.03,1.37,1.01,1.1,1.03,1.13,1.17,0.92,1.05,1.09
f_1,1.32,1.0,0.96,0.93,0.86,0.86,0.87,1.01,0.92,1.01,0.97,0.93,0.82,1.01,0.92,0.99
c_1,0.8,1.03,1.0,1.19,1.38,0.86,1.05,0.68,0.81,1.0,0.79,0.89,1.05,0.98,1.03,1.03
d_1,1.11,1.08,0.86,1.0,1.0,0.9,1.02,1.08,1.18,0.87,1.14,1.12,1.01,1.11,0.98,0.82
b_1,0.91,1.17,0.73,0.99,1.0,1.57,1.04,0.98,1.14,1.01,0.79,0.88,0.95,0.94,1.03,1.05
a_1,1.01,1.16,1.14,1.1,0.64,1.0,1.06,1.09,1.04,1.09,1.2,0.96,1.18,0.92,0.95,1.14
h_1,0.91,1.18,0.96,1.01,0.96,0.91,1.0,0.93,1.01,1.13,0.87,0.91,0.89,0.92,1.02,1.12
d_0,0.73,0.99,1.43,0.94,1.02,0.97,1.08,1.0,0.8,1.01,1.04,1.02,1.01,0.97,0.97,1.11
c_0,1.05,1.11,1.08,0.87,0.85,0.93,0.96,1.18,1.0,1.05,1.43,0.97,0.99,1.02,0.99,1.03
g_1,0.89,0.93,1.01,1.16,1.01,1.0,0.83,0.98,0.96,1.0,1.0,1.3,0.85,0.96,1.05,1.03
b_0,1.01,0.97,1.28,0.9,1.17,0.85,1.09,1.01,0.7,1.04,1.0,0.98,1.03,1.33,0.95,1.13
f_0,0.85,1.16,1.12,0.93,1.07,1.11,1.1,0.97,0.98,0.79,0.96,1.0,1.07,0.92,1.26,0.86
h_0,0.88,1.2,0.95,0.96,1.0,0.87,1.1,1.0,1.01,1.14,0.94,0.95,1.0,0.95,0.99,1.07
a_0,1.09,0.98,0.96,0.94,1.12,1.09,1.06,1.03,1.01,1.01,0.73,1.11,1.04,1.0,0.86,1.1
e_0,0.9,1.19,0.95,1.02,0.94,0.98,1.01,1.0,0.99,1.02,1.06,0.77,1.01,1.26,1.0,0.85
g_0,0.92,0.98,1.01,1.22,0.95,0.86,0.93,0.89,0.95,0.94,0.87,1.17,0.91,0.96,1.12,1.0
