,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,1.11,4.27,4.58,4.35,4.1,4.58,1.03,0.81,0.7,1.58,0.76,0.76,0.86,0.55,0.75,0.36
f_1,3.72,1.11,4.24,4.32,4.24,4.54,0.87,1.46,0.98,0.88,0.85,1.99,0.81,0.45,1.03,0.7
e_1,5.14,2.87,1.12,5.72,5.37,5.58,1.53,1.6,0.89,1.0,1.13,1.15,1.08,0.77,1.9,0.83
c_1,6.78,5.96,3.78,1.12,4.9,4.05,1.62,1.55,1.9,0.5,0.83,1.0,0.8,0.69,0.93,0.76
b_1,6.96,6.01,6.05,3.33,1.13,4.72,2.19,2.1,1.86,1.21,2.8,1.33,1.28,1.08,0.99,1.08
a_1,8.07,11.17,9.37,6.76,3.83,1.14,3.27,2.57,2.11,1.73,2.53,1.69,4.05,1.39,1.7,1.55
h_1,13.36,14.9,15.12,14.08,16.46,11.58,1.75,3.93,3.19,3.29,3.07,2.68,3.31,3.53,2.83,2.04
g_1,19.65,20.25,20.38,16.52,19.16,16.45,3.86,1.75,3.72,3.68,4.02,3.24,3.49,1.83,3.57,3.69
c_0,10.12,20.59,18.23,47.8,21.46,21.51,5.36,6.41,2.18,7.07,3.74,3.26,3.97,2.85,3.64,2.74
d_0,34.44,19.39,10.97,20.62,20.02,19.38,6.31,6.78,4.69,2.45,4.7,4.8,5.35,3.47,4.13,3.22
b_0,15.45,23.34,19.53,34.67,44.72,24.16,4.82,4.84,2.25,5.1,2.22,3.95,4.01,3.15,3.83,2.97
f_0,20.63,39.84,24.86,25.65,27.38,20.6,6.92,4.02,4.93,5.6,4.59,2.26,4.51,3.66,4.66,2.22
a_0,23.91,25.45,28.53,37.56,36.26,67.48,8.85,6.92,5.24,6.55,3.21,5.89,2.42,3.63,6.24,4.56
h_0,25.89,30.54,30.95,30.34,31.94,29.21,11.59,7.6,7.16,6.35,6.31,6.4,5.28,6.83,5.11,4.39
e_0,33.22,55.53,52.92,36.26,32.72,23.3,9.13,6.02,6.87,8.18,7.62,2.86,6.98,6.72,2.42,3.73
g_0,29.79,37.02,36.05,35.45,37.26,34.33,7.4,14.72,7.4,9.57,7.16,6.02,7.87,4.66,8.18,7.47
