,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,g_0,a_0,e_0
d_1,108.88,71.37,80.32,77.88,139.96,404.95,10328.42,17633.13,34394.08,21139.46,39456.47,57142.42,104977.06,180584.45,153862.28,154967.79
e_1,57.04,110.31,67.56,111.13,136.73,433.5,11801.0,20378.0,22593.47,36393.65,35426.2,61674.5,95360.07,184312.92,160570.21,154905.21
f_1,58.79,93.09,121.48,93.83,122.62,367.71,9344.34,16422.58,18242.11,21804.08,28838.39,40761.64,79566.01,147190.62,133209.65,129083.69
c_1,60.84,50.17,66.73,146.03,198.65,366.98,9156.29,17461.46,12138.36,16525.08,18462.65,40662.62,89256.37,156079.18,121791.22,167305.99
b_1,51.54,50.65,64.53,63.29,202.22,610.83,7390.85,14345.99,16499.52,18160.46,19525.22,43910.88,77928.91,139455.15,80586.19,135824.75
a_1,38.85,37.08,43.15,51.73,60.51,515.52,5978.24,10712.99,13175.78,13282.03,20213.15,33384.35,58738.03,80927.16,72821.55,87678.67
h_1,17.03,13.29,22.37,20.05,35.15,100.81,3556.9,6181.39,5631.19,5037.03,7351.68,13299.25,20203.8,51976.28,39547.2,45060.5
g_1,18.67,11.38,15.15,16.0,27.05,75.62,1769.23,5856.11,4253.45,3387.83,6068.07,12957.14,16812.9,30715.63,32274.5,37353.54
c_0,12.32,13.04,17.34,17.18,22.45,75.39,2126.82,3872.79,5622.87,4947.11,10183.17,10852.32,20800.17,35982.2,39965.17,35108.56
d_0,10.47,10.27,15.67,28.75,25.25,76.57,2119.37,3943.65,2972.28,5707.23,5375.75,10615.97,19014.05,36411.35,30366.71,38027.63
b_0,11.39,10.88,15.06,20.69,19.85,49.94,1905.52,3419.7,3405.75,4421.22,7498.94,8687.12,18661.35,32040.5,51174.94,31718.68
f_0,10.75,8.6,10.11,15.54,19.47,58.03,1574.02,2868.86,3354.32,3497.45,5038.85,10791.03,16046.43,24463.42,22770.25,42537.13
h_0,8.88,8.45,12.89,12.11,15.4,49.78,1107.33,3036.47,2625.26,2912.01,3876.41,5771.0,10547.14,29405.17,16292.35,22283.67
g_0,8.79,6.35,7.77,9.53,13.83,52.08,1009.08,1772.47,2427.11,2342.2,3373.56,8246.2,9002.33,17280.07,16164.17,20038.36
a_0,7.19,6.27,8.63,12.0,17.42,30.97,994.99,2087.23,2014.55,2337.51,2696.55,5586.58,12681.91,20275.77,24134.56,18373.22
e_0,6.99,5.43,9.03,9.44,13.86,42.63,1119.19,1932.4,2064.87,2128.79,3335.49,5155.55,11366.51,17793.65,16967.23,26304.74
