,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.7,1.25,1.27,1.3,1.15,0.33,0.42,0.25,0.25,0.27,0.29,0.16,0.24,0.35,0.2
f_1,1.13,0.43,1.11,1.19,1.19,0.99,0.25,0.36,0.23,0.24,0.22,0.3,0.13,0.22,0.22,0.18
d_1,1.49,1.27,0.41,1.21,1.09,1.04,0.38,0.22,0.24,0.46,0.23,0.21,0.14,0.21,0.24,0.11
c_1,0.94,1.25,1.72,0.39,1.29,1.33,0.37,0.33,0.38,0.15,0.27,0.22,0.19,0.27,0.2,0.16
b_1,1.37,1.58,1.24,0.7,0.38,1.51,0.47,0.41,0.4,0.3,0.45,0.26,0.24,0.24,0.24,0.19
a_1,1.72,2.14,1.39,1.76,0.75,0.33,0.48,0.47,0.34,0.45,0.42,0.28,0.27,0.62,0.33,0.25
h_1,2.17,2.02,2.11,2.46,2.01,1.64,0.3,0.61,0.41,0.45,0.43,0.41,0.4,0.41,0.36,0.38
g_1,2.15,2.48,2.32,2.62,2.61,2.32,0.48,0.28,0.52,0.52,0.43,0.42,0.28,0.41,0.42,0.42
c_0,2.72,2.89,1.42,4.43,2.47,2.01,0.75,0.65,0.32,0.78,0.49,0.49,0.35,0.44,0.46,0.34
d_0,1.47,2.31,3.74,2.63,2.85,2.2,0.76,0.84,0.56,0.34,0.58,0.51,0.42,0.44,0.45,0.46
b_0,2.31,2.65,2.18,3.97,3.56,2.31,0.69,0.7,0.27,0.5,0.31,0.46,0.34,0.46,0.49,0.33
f_0,2.41,4.77,2.85,2.61,2.73,2.46,0.77,0.48,0.56,0.57,0.54,0.32,0.45,0.48,0.52,0.25
h_0,3.0,3.46,2.81,3.08,2.64,2.71,1.16,0.79,0.64,0.68,0.64,0.54,0.56,0.54,0.6,0.49
a_0,2.6,3.16,2.92,3.44,4.27,3.27,0.82,0.86,0.51,0.68,0.33,0.65,0.49,0.3,0.71,0.38
e_0,3.78,3.97,3.15,2.95,3.13,3.11,1.03,0.73,0.7,0.64,0.73,0.35,0.44,0.57,0.3,0.5
g_0,3.05,3.72,3.43,3.29,3.31,2.56,0.77,1.14,0.7,0.65,0.73,0.74,0.37,0.63,0.67,0.71
