,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.17,0.38,0.69,0.77,0.67,0.65,0.2,0.25,0.16,0.14,0.13,0.2,0.11,0.17,0.27,0.13
f_1,0.56,0.17,0.61,0.67,0.67,0.59,0.14,0.23,0.14,0.11,0.14,0.22,0.08,0.12,0.15,0.13
d_1,0.82,0.63,0.16,0.7,0.61,0.58,0.16,0.11,0.38,0.14,0.14,0.13,0.09,0.13,0.12,0.05
c_1,0.51,0.71,0.81,0.15,0.67,0.73,0.21,0.2,0.07,0.21,0.13,0.13,0.1,0.11,0.12,0.09
b_1,0.71,0.78,0.71,0.33,0.13,0.84,0.19,0.19,0.14,0.21,0.29,0.13,0.1,0.14,0.12,0.11
a_1,0.84,0.65,0.56,0.73,0.35,0.08,0.22,0.21,0.19,0.17,0.15,0.16,0.1,0.32,0.17,0.09
h_1,0.5,0.54,0.54,0.54,0.53,0.41,0.06,0.16,0.1,0.1,0.1,0.13,0.1,0.1,0.12,0.07
g_1,0.65,0.54,0.46,0.56,0.55,0.48,0.12,0.05,0.13,0.11,0.11,0.11,0.07,0.12,0.1,0.1
d_0,0.29,0.55,0.94,0.55,0.6,0.52,0.17,0.16,0.06,0.11,0.11,0.11,0.08,0.12,0.1,0.1
c_0,0.54,0.61,0.28,1.15,0.57,0.45,0.16,0.14,0.2,0.06,0.11,0.12,0.08,0.12,0.1,0.08
b_0,0.47,0.53,0.44,0.96,0.69,0.46,0.15,0.12,0.14,0.06,0.06,0.09,0.08,0.1,0.1,0.11
f_0,0.66,1.07,0.49,0.47,0.47,0.45,0.15,0.09,0.1,0.09,0.11,0.05,0.07,0.12,0.09,0.04
h_0,0.53,0.54,0.51,0.48,0.51,0.44,0.26,0.15,0.12,0.1,0.1,0.09,0.11,0.1,0.1,0.08
a_0,0.42,0.58,0.58,0.6,0.63,0.75,0.18,0.15,0.1,0.08,0.05,0.1,0.06,0.04,0.13,0.07
e_0,0.82,0.81,0.43,0.5,0.55,0.41,0.18,0.13,0.11,0.1,0.1,0.05,0.07,0.1,0.04,0.06
g_0,0.56,0.55,0.47,0.55,0.54,0.55,0.11,0.17,0.11,0.1,0.1,0.1,0.05,0.11,0.09,0.09
