,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,5.96,3.08,2.34,3.65,2.95,2.31,11.2,9.6,20.87,11.95,14.35,12.15,19.3,15.91,9.79,20.8
f_1,4.29,6.04,2.68,2.81,2.56,2.73,10.67,9.53,12.94,12.39,12.71,8.76,18.91,12.91,9.4,19.05
d_1,2.66,2.96,6.56,2.27,2.57,3.27,10.32,12.91,8.8,22.85,17.46,14.02,20.65,13.65,17.49,20.88
c_1,2.37,2.83,2.71,7.01,5.24,2.97,9.64,9.95,11.87,7.53,8.42,13.52,20.39,12.39,14.04,18.84
b_1,2.59,3.04,2.97,2.58,7.79,5.96,9.93,8.78,12.06,12.63,10.35,12.76,19.86,11.25,13.35,19.11
a_1,2.9,3.14,2.98,2.71,2.35,12.13,11.19,10.85,12.42,13.5,14.88,13.51,21.63,10.09,16.85,18.76
h_1,2.83,3.92,3.4,2.85,3.02,2.76,20.07,12.64,11.19,13.09,14.49,13.38,15.78,12.67,13.09,27.68
g_1,2.53,2.81,4.24,3.06,2.97,2.89,10.97,21.3,12.33,14.6,17.13,19.92,19.7,14.96,17.98,22.38
d_0,2.88,2.95,2.26,5.09,3.6,2.54,11.87,11.32,19.27,7.31,10.68,14.56,21.02,14.9,15.27,21.49
c_0,3.16,3.28,3.26,2.81,2.35,2.78,11.16,12.74,13.96,20.06,26.21,15.39,22.39,20.35,15.99,23.43
b_0,3.01,3.34,3.23,3.3,2.6,2.38,12.49,13.1,14.36,13.23,22.25,13.97,22.56,28.1,14.63,23.17
f_0,2.47,2.44,3.4,3.58,3.6,3.0,10.22,12.19,13.99,13.34,15.18,25.03,27.52,14.76,33.02,24.87
h_0,2.74,3.73,3.35,3.26,2.98,2.7,9.09,14.48,12.63,14.0,13.32,14.34,18.01,16.08,14.67,30.61
a_0,2.92,3.64,3.09,3.4,2.85,1.96,13.2,12.0,13.09,13.06,14.69,13.19,22.48,29.12,14.02,20.74
e_0,2.19,2.58,3.42,3.63,3.45,3.31,11.45,12.05,14.55,15.17,15.71,16.45,24.53,13.87,31.25,25.22
g_0,2.57,2.48,4.62,3.07,3.14,2.8,10.53,10.44,10.74,14.37,13.24,21.48,21.71,13.6,22.07,19.02
