,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.25,0.9,0.95,0.98,0.78,0.59,0.54,0.69,0.55,0.57,0.56,0.5,0.49,0.46,0.54
e_1,0.8,1.0,0.9,1.16,1.01,0.89,0.78,0.65,0.74,0.92,0.62,0.69,0.66,0.6,0.58,0.61
d_1,1.11,1.11,1.0,0.82,0.92,0.81,0.73,0.89,0.52,0.82,0.7,0.72,0.61,0.59,0.64,0.46
c_1,1.03,0.86,1.22,1.0,1.33,0.66,0.72,0.5,0.68,0.45,0.53,0.62,0.6,0.6,0.54,0.55
b_1,1.03,0.97,1.1,0.75,1.0,1.45,0.75,0.7,0.74,0.65,0.68,0.6,0.65,0.53,0.59,0.64
a_1,1.28,1.14,1.22,1.49,0.7,1.0,0.91,0.88,0.83,0.73,0.98,0.71,0.74,0.81,0.69,0.76
h_1,1.69,1.32,1.38,1.39,1.27,1.11,1.0,0.87,1.14,1.0,1.06,0.91,0.87,0.72,0.72,0.96
c_0,1.79,1.55,1.09,1.95,1.28,1.22,1.14,1.0,0.81,1.04,1.35,1.0,0.87,0.96,0.91,0.82
g_1,1.48,1.32,1.93,1.51,1.44,1.21,0.9,1.17,1.0,0.94,0.81,1.18,0.8,1.07,0.85,0.92
d_0,1.73,1.12,1.3,2.35,1.49,1.4,1.01,0.95,1.08,1.0,0.95,0.85,0.85,0.88,0.78,0.92
b_0,1.68,1.63,1.42,1.89,1.55,1.08,0.86,0.76,1.24,1.04,1.0,0.96,0.95,1.39,0.99,1.05
f_0,1.87,1.42,1.41,1.62,1.67,1.36,1.17,1.04,0.84,1.07,1.08,1.0,1.05,0.94,1.41,0.68
h_0,1.97,1.63,1.62,1.68,1.52,1.4,1.08,1.16,1.28,1.14,1.04,0.94,1.0,0.94,0.93,1.28
a_0,1.97,1.62,1.69,1.6,1.85,1.49,1.35,1.05,0.99,1.07,0.74,1.02,1.07,1.0,0.99,1.01
e_0,2.18,1.8,1.57,1.71,1.74,1.4,1.3,1.06,1.17,1.22,1.05,0.68,1.06,0.97,1.0,1.08
g_0,1.82,1.61,2.17,1.88,1.53,1.38,1.03,1.22,1.11,1.02,1.02,1.51,0.76,1.03,0.88,0.99
