,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,b_0,g_1,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.59,1.03,0.88,0.95,0.87,0.25,0.2,0.17,0.18,0.27,0.24,0.14,0.18,0.27,0.16
f_1,0.85,0.43,0.87,0.83,0.83,0.73,0.18,0.22,0.18,0.18,0.26,0.21,0.1,0.17,0.15,0.14
c_1,0.76,0.95,0.41,1.32,0.9,0.82,0.26,0.12,0.28,0.2,0.26,0.21,0.14,0.18,0.2,0.13
d_1,1.19,1.01,0.93,0.39,0.97,0.97,0.24,0.3,0.18,0.2,0.17,0.19,0.12,0.17,0.15,0.09
b_1,1.02,1.14,0.63,1.13,0.38,1.14,0.33,0.22,0.29,0.35,0.32,0.26,0.17,0.25,0.2,0.15
a_1,1.3,1.55,1.18,1.21,0.68,0.32,0.4,0.31,0.29,0.4,0.37,0.26,0.21,0.4,0.26,0.2
h_1,1.75,2.05,1.67,1.72,1.72,1.47,0.29,0.4,0.36,0.35,0.45,0.36,0.3,0.32,0.35,0.24
d_0,1.28,1.93,2.01,2.6,1.83,1.98,0.62,0.3,0.41,0.4,0.71,0.4,0.32,0.37,0.47,0.33
c_0,2.35,2.24,3.4,1.22,2.1,1.55,0.56,0.65,0.28,0.37,0.49,0.42,0.32,0.38,0.37,0.23
b_0,2.07,2.4,3.5,1.73,2.76,1.94,0.62,0.52,0.27,0.27,0.56,0.44,0.33,0.42,0.42,0.33
g_1,2.41,2.63,2.48,1.99,2.42,1.89,0.49,0.51,0.39,0.4,0.23,0.36,0.23,0.39,0.39,0.31
f_0,2.35,3.39,2.55,2.05,2.31,2.06,0.59,0.54,0.43,0.45,0.38,0.25,0.33,0.4,0.44,0.19
h_0,2.52,2.73,2.65,2.29,2.3,1.82,0.91,0.55,0.48,0.54,0.65,0.45,0.41,0.53,0.4,0.32
a_0,2.49,2.41,3.2,2.37,2.64,2.77,0.75,0.61,0.43,0.27,0.63,0.5,0.35,0.27,0.48,0.35
e_0,3.06,3.02,2.72,2.44,2.32,2.19,0.66,0.6,0.56,0.53,0.63,0.27,0.38,0.5,0.26,0.32
g_0,2.79,3.08,2.84,2.63,2.98,2.27,0.65,0.61,0.51,0.49,0.77,0.53,0.3,0.52,0.5,0.45
