,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,0.17,0.49,0.49,0.45,0.46,0.45,0.11,0.08,0.08,0.13,0.09,0.08,0.09,0.06,0.08,0.04
f_1,0.41,0.17,0.43,0.47,0.46,0.42,0.1,0.15,0.1,0.1,0.09,0.14,0.09,0.05,0.1,0.07
e_1,0.47,0.28,0.15,0.55,0.46,0.47,0.14,0.14,0.09,0.09,0.11,0.12,0.1,0.07,0.14,0.08
c_1,0.57,0.52,0.35,0.15,0.42,0.38,0.14,0.14,0.14,0.05,0.08,0.09,0.08,0.06,0.08,0.07
b_1,0.54,0.48,0.43,0.26,0.12,0.39,0.16,0.16,0.13,0.09,0.15,0.1,0.1,0.08,0.08,0.08
a_1,0.48,0.56,0.5,0.39,0.22,0.09,0.16,0.14,0.12,0.09,0.13,0.1,0.14,0.08,0.1,0.09
h_1,0.36,0.4,0.41,0.4,0.44,0.32,0.06,0.11,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.06
g_1,0.42,0.42,0.44,0.4,0.37,0.37,0.09,0.05,0.08,0.08,0.08,0.07,0.08,0.04,0.08,0.07
c_0,0.24,0.42,0.42,0.77,0.45,0.45,0.11,0.13,0.05,0.16,0.08,0.07,0.08,0.06,0.08,0.05
d_0,0.59,0.37,0.24,0.43,0.41,0.38,0.12,0.14,0.09,0.06,0.09,0.1,0.1,0.06,0.09,0.06
b_0,0.29,0.42,0.37,0.6,0.65,0.4,0.1,0.1,0.05,0.1,0.05,0.08,0.08,0.06,0.08,0.05
f_0,0.36,0.58,0.43,0.43,0.45,0.33,0.11,0.07,0.08,0.09,0.07,0.04,0.08,0.06,0.07,0.04
a_0,0.33,0.36,0.38,0.46,0.5,0.54,0.12,0.1,0.07,0.09,0.05,0.08,0.04,0.06,0.09,0.07
h_0,0.34,0.4,0.39,0.39,0.39,0.38,0.14,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.07,0.06
e_0,0.37,0.66,0.5,0.4,0.4,0.31,0.1,0.08,0.08,0.09,0.09,0.04,0.08,0.06,0.03,0.04
g_0,0.37,0.43,0.43,0.37,0.4,0.35,0.08,0.13,0.09,0.1,0.08,0.07,0.08,0.05,0.07,0.08
