,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,5.57,0.62,0.47,0.59,0.63,0.57,2.32,2.37,6.03,2.41,3.13,2.87,4.5,3.21,0.89,3.03
f_1,1.09,5.7,0.61,0.61,0.54,0.44,2.12,1.98,2.55,2.35,0.67,2.9,4.2,2.13,2.41,4.8
d_1,0.57,0.57,6.35,0.41,0.61,0.65,2.01,2.45,0.93,5.74,3.06,3.16,5.19,2.59,3.01,4.27
c_1,0.49,0.66,0.59,7.01,1.05,0.49,1.9,1.7,2.62,0.5,2.98,2.01,4.58,3.36,3.55,4.76
b_1,0.58,0.66,0.44,0.59,7.54,1.09,2.45,2.27,2.88,3.29,3.12,0.85,4.27,2.47,2.65,4.1
a_1,0.48,0.69,0.58,0.75,0.54,11.53,2.35,1.58,2.6,3.03,2.52,2.91,3.13,0.7,2.02,4.69
h_1,0.96,1.23,1.22,1.11,0.93,0.85,14.27,4.88,4.7,4.88,4.82,4.49,2.53,4.05,5.91,9.19
g_1,0.95,0.91,1.75,0.75,0.77,0.94,3.61,17.69,3.76,4.48,9.31,5.87,6.11,5.83,7.58,2.28
d_0,0.88,1.1,0.39,2.24,1.15,0.95,3.77,3.36,12.88,4.95,4.86,4.86,7.26,5.76,5.32,7.58
c_0,1.2,1.06,1.26,0.38,1.0,1.2,4.08,4.28,3.82,14.19,5.44,10.52,7.28,6.44,4.94,8.51
f_0,0.84,0.43,1.34,1.54,0.97,0.88,4.91,3.86,6.0,5.9,16.19,7.54,7.09,6.41,13.09,10.03
b_0,1.23,0.99,1.27,1.07,0.38,1.0,3.44,4.08,5.2,4.36,5.75,17.3,9.56,10.85,6.2,7.81
h_0,0.98,1.55,1.1,1.24,0.79,0.96,1.14,4.62,4.47,4.03,5.22,4.57,2.9,5.04,5.19,8.62
a_0,1.11,1.0,1.5,1.09,1.0,0.45,4.18,4.45,5.41,3.63,4.89,5.16,9.39,20.4,7.67,6.6
e_0,0.52,1.42,0.99,1.12,1.21,1.12,4.7,3.35,5.32,5.93,5.99,4.92,8.75,7.05,22.05,8.64
g_0,0.9,0.83,2.05,1.27,0.93,0.68,3.91,1.52,4.1,3.94,5.37,4.92,6.87,5.61,5.94,2.13
