,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.28,0.97,1.01,0.91,0.86,0.88,1.09,0.9,0.88,0.86,0.88,0.8,0.84,0.74,1.06
e_1,0.78,1.0,0.93,1.23,1.1,1.03,1.06,0.93,0.99,1.46,0.99,1.15,1.08,1.15,1.22,1.19
d_1,1.03,1.08,1.0,0.89,0.99,1.0,1.12,0.84,1.25,1.01,1.01,1.0,0.96,0.93,0.85,0.81
c_1,1.0,0.81,1.12,1.0,1.28,1.01,0.92,1.08,0.87,0.69,0.89,1.08,1.09,0.93,1.11,0.92
b_1,1.1,0.9,1.0,0.79,1.0,1.37,1.04,1.03,1.11,0.95,1.16,1.0,1.03,0.87,1.05,0.97
a_1,1.17,0.98,0.99,0.98,0.73,1.0,1.22,1.12,1.1,1.19,1.24,0.89,1.07,1.3,1.09,1.19
h_1,1.17,0.97,0.94,1.04,0.83,0.84,1.0,1.39,0.96,0.89,0.95,0.88,1.23,1.04,1.04,1.13
g_1,0.91,1.05,1.2,0.9,1.0,0.92,0.73,1.0,1.08,0.81,1.04,1.3,0.93,1.04,0.97,1.11
c_0,1.18,1.04,0.78,1.07,0.87,0.92,1.05,0.92,1.0,1.27,1.48,1.21,1.16,1.14,1.16,1.1
d_0,1.06,0.71,1.07,1.49,1.02,0.82,1.13,1.4,0.78,1.0,1.07,0.85,1.18,0.97,0.94,0.98
b_0,1.18,1.02,1.0,1.18,0.83,0.85,1.04,0.93,0.68,0.95,1.0,0.91,1.03,1.36,1.07,1.0
f_0,1.0,0.89,0.97,0.93,1.02,1.04,1.08,0.77,0.87,1.19,1.13,1.0,1.15,1.21,1.45,0.83
h_0,1.23,0.95,1.06,0.91,0.97,0.97,0.82,1.07,0.84,0.86,0.94,0.83,1.0,0.92,0.98,1.04
a_0,1.17,0.87,1.05,1.11,1.18,0.82,1.01,0.96,0.89,0.98,0.74,0.92,1.09,1.0,0.84,0.99
e_0,1.28,0.87,1.13,0.89,1.0,0.8,0.91,1.08,0.89,1.04,0.96,0.7,1.03,1.38,1.0,0.91
g_0,0.94,0.9,1.21,1.07,1.08,0.88,0.89,0.91,0.92,0.99,0.96,1.23,0.95,0.95,1.11,1.0
