,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.92,1.21,1.0,0.96,0.74,0.6,0.66,0.57,0.69,0.61,0.59,0.51,0.58,0.5,0.57
d_1,1.1,1.0,1.02,0.94,0.87,0.84,0.68,0.57,0.79,0.64,0.68,0.62,0.56,0.63,0.6,0.44
e_1,0.83,0.99,1.0,1.13,1.02,0.83,0.72,0.76,0.67,0.91,0.65,0.74,0.65,0.58,0.62,0.62
c_1,1.01,1.06,0.86,1.0,1.31,0.88,0.67,0.67,0.57,0.51,0.53,0.61,0.65,0.56,0.57,0.59
b_1,1.05,1.16,0.99,0.77,1.0,1.27,0.77,0.71,0.76,0.66,0.72,0.69,0.66,0.59,0.63,0.7
a_1,1.34,1.16,1.23,1.14,0.82,1.0,0.9,0.83,0.84,0.78,0.86,0.78,0.77,0.73,0.7,0.69
h_1,1.65,1.46,1.42,1.47,1.28,1.07,1.0,1.14,0.95,0.91,0.93,0.9,0.97,0.92,0.85,0.97
g_1,1.49,1.69,1.27,1.5,1.39,1.19,0.89,1.0,0.97,0.88,0.91,1.09,0.73,0.83,0.9,0.87
c_0,1.72,1.31,1.49,1.75,1.31,1.1,1.08,1.05,1.0,1.13,1.2,0.96,0.94,0.96,0.84,0.83
d_0,1.39,1.57,1.13,1.96,1.49,1.23,1.1,1.1,0.87,1.0,1.01,1.01,0.92,0.88,0.89,0.94
b_0,1.65,1.47,1.5,1.91,1.42,1.11,1.09,1.08,0.81,1.02,1.0,0.94,0.96,1.25,0.87,0.85
f_0,1.66,1.66,1.32,1.68,1.5,1.25,1.11,0.88,1.07,1.04,1.05,1.0,1.03,0.96,1.3,0.74
h_0,1.94,1.74,1.6,1.53,1.48,1.32,1.08,1.31,1.04,1.02,1.04,0.94,1.0,0.93,0.9,1.04
a_0,1.73,1.57,1.68,1.77,1.67,1.36,1.05,1.16,1.0,1.09,0.82,0.98,1.07,1.0,1.02,0.94
e_0,1.99,1.64,1.67,1.72,1.6,1.38,1.2,1.11,1.18,1.09,1.17,0.79,1.13,1.03,1.0,0.85
g_0,1.76,2.21,1.62,1.66,1.41,1.39,1.05,1.11,1.15,1.02,1.15,1.33,0.97,1.13,1.17,1.0
